Venue ID,Event Venue,Event City,Event Address,Event Lon,Event Lat
1122073,Piper's Pub,Pittsburgh, (Southside),-79.97662,40.420841
1126022,Lincoln Park Performing Arts Center,Midland, One Lincoln Park,-79.87302,40.43785
1126073,Carnegie Library Allegheny,Pittsburgh, 1230 Federal Street,-80.006935,40.456447
1134091,Cheesecake Factory,Pittsburgh, Southside Works,-79.965233,40.427914
1134094,Gandy Dancer Bar,Pittsburgh, Station Square,-80.001541,40.431244
1136838,Cadillac Ranch ,Pittsburgh, 1060 Settlers Ridge Center Drive,-80.041341,40.423784
1139555,Bricolage,Pittsburgh, 937 Liberty Avenue,-79.996664,40.443377
1152493,Union Grill,Pittsburgh, 413 S Craig St,-79.948335,40.444831
1154790,First United Methodist Church,Pittsburgh, 5401 Centre Avenue,-79.938581,40.455928
1156895,Frick Park Blue Slide Playground Entrance,Pittsburgh, 2005 Beechwood Boulevard,-79.908868,40.436302
1161333,Cocina Mendoza Mexican Restaurant,Castle Shannon , 300 Mt. Lebanon Blvd.,-80.034774,40.368731
1161896,Destina Theaters,Bridgeville, Chartiers Valley Shopping Center,-80.110056,40.356181
1173592,Howlers Coyote Cafe,Pittsburgh, 4509 Liberty Avenue,-79.951196,40.46314
1175606,Aladdin's Eatery,Pittsburgh, 630 Washington Rd,-80.044235,40.381777
1180346,Sterling Yoga,Dormont, 2889 Glenmore Ave,-80.034589,40.395933
1196181,Round Hill Park,Elizabeth , 651 Round Hill Road,-79.858582,40.240657
1205252,Point Park University,Pittsburgh, Lawrence Hall,-79.954979,40.44225
1212461,University Club,Pittsburgh, 123 University Place,-79.956902,40.444099
1219097,Iceoplex at Southpointe ,Canonsburg, 114 Southpointe Blvd. ,-80.171205,40.298311
1226521,Kunkle Park,Apollo, 285 Pine Run Church Rd.,-79.604248,40.547119
1238543,FlagStaff Hill,Oakland, 1 Schenley Park ,-79.954377,40.442048
1246313,(Upper) Frick Park Dog Park,Pittsburgh, Beechwood Blvd,-79.917442,40.450623
1247459,The Park House ,Pittsburgh, 403 east Ohio Street,-80.001402,40.45314
1254629,First Unitarian Church,Pittsburgh, 605 Morewood Avenue,-79.943,40.450757
1259672,Walkers Mill Trailhead,Rennerdale, Walkers Mill Road,-80.131401,40.395653
1261943,Silk Elephant Restaurant,Pittsburgh, 1712 Murray Avenue,-79.922972,40.437581
1267847,Unitarian Universalist Church of North Hills,Pittsburgh, 2359 West Ingomar Road ,-80.081696,40.584347
1270951,Barnes and Noble ,Pittsburgh , 800 Settlers Ridge Center Drive,-80.157709,40.454458
1279190,Bob Evans,Bridgeville, 1025 WASHINGTON PIKE,-80.107028,40.366028
1281474,Bahama Breeze,Pittsburgh, 6100 Robinson Center Drive,-80.160916,40.451779
1282875,Mon Wharf,Pittsburgh, 3 Wood Street,-80.00274,40.437286
1286898,Cedar Creek Park ,Belle Vernon, 305 Port Royal Drive,-79.797353,40.168537
1298604,West View VFW,West View , 386 Perry Highway,-80.030284,40.517697
1308714,Schenley Park tennis courts,Pittsburgh, Overlook Drive,-79.94216,40.431979
1318251,Nesbit's Lanes,Pittsburgh, 3501 Leechburg Rd,-79.763651,40.504942
1321213,Lakeview Grove-North Park,Allison Park, North Ridge Lane ,-80.006732,40.608727
1324446,Atria's,Mt. Lebanon, 110 Beverly Road,-80.04688,40.39378
1340242,Twin Hi-ways Drive In,Robinson Township, 5588 Steubenville Pike,-80.137285,40.451304
1344683,Crazy Mocha - (412) 521-1056,Pittsburgh, Squirrel Hill (corner of Hobart & Murray),-79.917404,40.432976
1345590,Fox and Hound Pittsburgh,Pittsburgh, 2002 Northway Mall,-80.020952,40.549258
1356492,Monroeville Library,Monroeville, 4000 Mosside Gateway Campus Blvd,-79.75453,40.42786
1362732,Silky's,Pittsburgh, 1731 Murray Avenue,-79.922821,40.437069
1368063,Squaw Valley Park,Fox Chapel , Fox Chapel Road,-79.87956,40.525473
1371207,Cinemark 18 - Pittsburgh Mills Mall,Tarentum, 425 Pittsburgh Mills Circle,-79.7965,40.573616
1371305,Montour Trail Mile Zero,Coraopolis, Great Allegheny Passage,-80.187739,40.458123
1383936,Doubletree Hotel,Moon Township, 8402 University Blvd.,-80.224573,40.509119
1385707,Village Tavern and Trattoria,Pittsburgh, 424 South Main St,-80.033824,40.441315
1396263,Frank Curto Park,Pittsburgh, Bigelow Blvd,-79.975934,40.451418
1401697,Ice Castle,Castle Shannon, 990 Castle Shannon Blvd,-80.026529,40.366241
1403760,Manchester Craftsmen\'s Guild,Pittsburgh, 1815 Metropolitan Street,-80.03247,40.457307
1403851,Papa J's Ristorante,Carnegie, 200 East Main Street,-80.085305,40.40823
1405887,Razzy Fresh,Pittsburgh, 300 S. Craig St.,-79.949497,40.445651
1419284,Carson Street Deli,Pittsburgh, 1507 E Carson St,-79.983063,40.428852
1423688,Sharon Community Presbyterian Church,Moon Township, 522 Carnot Road,-80.220627,40.513222
1435867,Cattivo,Pittsburgh, 146 44th. St.,-79.961687,40.472509
1438873,Schwartz Market,Pittsburgh, 1317 East Carson St.,-79.984559,40.429133
1441424,Uptown Coffee,Mt. Lebanon, 723 Washington Ave.,-80.044847,40.379466
1448819,Mullen's Bar and Grill,Pittsburgh, North Shore,-80.01327,40.44542
1450785,Loving Hut,Pittsburgh, 5474 Campbells Run Road,-80.158007,40.448456
1457303,Mon Wharf ,Pittsburgh, 1 Fort Pitt Blvd,-80.007491,40.442646
1477047,Panera Bread,Oakland, 3800 Forbes Avenue,-79.956929,40.44156
1478030,Cranberry Cinema,Cranberry Township, 20111 Route 19 ,-80.106137,40.683956
1483262,Colonial Grille Restaurant and Taproom,Irwin, 333 Mian Street,-79.710724,40.332508
1486131,Westmoreland Museum of American Art,Greensburg, 221 North Main Street,-79.544876,40.305862
1500936,The Capital Grille,Pittsburgh, 301 Fifth Avenue,-80.000359,40.440742
1525133,Stage AE,Pittsburgh, 400 North Shore Drive,-80.01136,40.445915
1540813,Cannon Coffee,Pittsburgh, 802 Brookline Boulevard,-80.020142,40.393463
1545901,AMF Mt Lebanon Lanes,Pittsburgh, 1601 Washington Road,-80.049225,40.353638
1547551,Liberty Elementary School,Pittsburgh, 601 Filbert Street,-79.933609,40.453491
1548432,Habitat,Pittsburgh, 510 Market Street,-80.002052,40.441433
1553485,Carnegie Science Center,Pittsburgh, 1 Allegheny Square,-80.00345,40.452234
1554285,102 Benedum Hall (Pitt Campus),Pittsburgh, O'Hara St,-79.958138,40.44442
1555249,Jump Zone Party Play Center,Allison Park, 4025 Alpha Dr,-79.966255,40.56625
1558061,Heritage Valley Sewickley,Sewickley, 720 Blackburn Road,-80.177643,40.543304
1565820,Eliza Furnace Trail Parking Lot,Pittsburgh, Eliza Furnace Trail,-79.953394,40.4261
1570200,South Side Presbyterian Church,Pittsburgh, 1926 Sarah Street,-79.978043,40.427452
1570751,Vincent's of Greentree,Pittsburgh, 333 Mansfield Avenue,-80.049942,40.421661
1575754,Marriott City Center - Pittsburgh,Pittsburgh, 112 Washington Place,-79.992439,40.439758
1584182,Chatham University,Pittsburgh, 1 Woodland Road,-79.925491,40.451275
1594958,California Pizza Kitchen Ross Park Mall,Pittsburgh, 1000 Ross Park Mall Drive Pittsburgh PA 15237,-80.007385,40.539204
1616391,Steel City Steak House,Monroeville, 2125 Mosside Boulevard,-79.769241,40.397785
1630673,Bushy Run Battlefield,Jeanette, 1253 Bushy Run Rd.,-79.623558,40.353489
1634375,Nola on the square,Pittsburgh, 24 Market Square,-80.002083,40.440815
1684381,Uno Chicago Grill,Homestead, 205 Waterfront Drive East,-79.914375,40.411304
1685281,Matrix Solutions LLC,Pittsburgh, 901 Pennsylvania Avenue,-80.018265,40.455486
1703991,Kennywood Park,West Mifflin, 4800 Kennywood Blvd,-79.866249,40.387749
1787541,Moore Park,Pittsburgh, 1900 block of Pioneer Ave,-80.015526,40.403713
1854861,La Casa Narcisi Winery,Gibsonia, 4578 Gibsonia Road Route 910,-79.900291,40.613205
1901291,Market Square,Pittsburgh, Market Street,-80.003006,40.440025
1929781,Our Lady of the Angels Parish,Pittsburgh, 225 37th Street,-79.963943,40.465851
2096281,The Tent at Schenley Plaza in Oakland,Pittsburgh, Off Forbes Avenue near the Carnegie Library of Pittsburgh,-80.005302,40.453037
2211961,ECKANKAR Center of Western PA ,Monroeville, 4290 Old William Penn Hwy ,-79.778069,40.442753
2265061,Giant Eagle,Pittsburgh, 2021 Wharton St,-79.977776,40.432045
2351371,Panhandle Trail - Walkers Mill Station,Collier Township, Walkers Mill Road @40.396131-80.131421,-80.1315,40.395702
2394761,Terrace Room,Pittsburgh, 530 William Penn Place,-79.99678,40.440514
2512221,Bar Louie,Pittsburgh, 240 Station Square Drive,-80.005089,40.433796
2537401,Coffee Buddha,Pittsburgh, 964 Perry Highway Pittsburgh PA 15237,-80.03569,40.537052
2539771,Walnut Street in Shadyside,Pittsburgh, Walnut Street,-79.93341,40.45142
2570651,Beulah Presbyterian Church,Pittsburgh, 2500 McCrady Road,-79.847076,40.446053
2576351,Duke\'s Rib House & Grille,Scott Township, 1910 Cochran Road,-80.06115,40.394966
2638641,Red Robin,Pittsburgh, 301 South Hills Village ,-80.056847,40.343731
2740061,Riverplex At Sandcastle,Homestead, 1000 Sandcastle Drive,-79.929787,40.39653
2962941,Phipps Conservatory and Botanical Gardens,Pittsburgh, 1 Schenley Park,-79.94738,40.439167
3017921,Adam's Ridge Clubhouse,Mars, 100 Adams Ridge Boulevard,-80.050003,40.684216
3035311,Southside Riverfront Park,Pittsburgh, South 18th Street,-79.980798,40.426523
3113461,Italian Village Pizza,McMurray, 3905 Washington Road,-80.127556,40.271793
3128631,Grace Episcopal Church,Pittsburgh, 319 West Sycamore Street,-80.011368,40.432426
3170301,Mario's,Pittsburgh, 5442 Walnut Street,-79.93399,40.45108
3188191,Butlers Golf Course,Elizabeth, 800 Rock Run Road,-79.803024,40.273411
3293682,Kiku Japanese Restaurant,Pittsburgh, 225 West Station Square Drive,-80.005051,40.433773
3343672,Hoss's Steak & Sea House,Murrysville, 4813 William Penn Highway,-79.663353,40.422981
3473162,Sharp Edge Bistro,Pittsburgh, 922 Penn Avenue,-79.997208,40.443962
3526612,Max\'s Allegheny Tavern,Pittsburgh, 537 Suismon Street,-79.999817,40.455166
3668172,The BeerHive,Pittsburgh, 2117 Penn Avenue,-79.98274,40.452087
3742912,Josephine St & S 21st St Pittsburgh PA 15203,Pittsburgh, Josephine St & S 21st St Pittsburgh PA 15203,-79.976605,40.424941
3774262,Roaring Run Trail ,Apollo, Canal Road,-79.559685,40.563766
3780152,Local Bar + Kitchen,Pittsburgh, 1515 East Carson Street,-79.982803,40.429001
3789242,Elks Lodge,Pittsburgh, 400 Cedar Avenue,-80.000793,40.451824
3811682,Green Pepper,Pittsburgh, 2020 Murray Ave,-79.923019,40.434151
3813472,Phipps Conservatory,Pittsburgh, 1 Shenley Park,-79.939697,40.441898
3814592,AMC Loews Waterfront 22,West Homestead, 300 Waterfront Drive West,-79.918976,40.407063
3865112,Ross Township Municipal Center,Pittsburgh, 1000 Ross Municipal Road,-80.007423,40.51635
3877032,Eden ,Pittsburgh, 735 Copeland Street,-79.934578,40.451176
3913662,Greentree Sportsplex,Pittsburgh, 600 Iron City Drive,-80.058434,40.420357
3915832,Mediterrano,Pittsburgh, 2193 Babcock Blvd,-79.993324,40.510326
3963902,Pittsburgh Dance Center,Pittsburgh, 4765 Liberty Ave.,-79.947922,40.461079
4029452,South Hills Village Mall ,Bethel Park, 301 South Hills Village,-80.056847,40.343731
