Group ID,Event ID,Venue ID,Event Venue,Event City,Event Address,Event Lon,Event Lat,Group Category,Group Topics,Event Description,Event Title
10366,225742365,1405887,Razzy Fresh,Pittsburgh, 300 S. Craig St.,-79.949497,40.445651,language,Dining Out; Arabic Language; Middle Eastern Music; Language & Culture; ,Ahlain Let's start this week with some games and conversation practice! All levels are welcome and beginners are encouraged to come at 6:00. Our activities will help you learn the basics and more and we will also work on conversational skills. Afterwards we'll practice reading in pairs or small groups. I'll have something for each level but if you have something you want to work on please bring it with you. Hope to see you there! Christine,Let's practice Arabic!
10366,225411671,23558137,Crazy Mocha Coffee Company,Pittsburgh, 2809 E Carson St,-79.965431,40.426212,language,Dining Out; Arabic Language; Middle Eastern Music; Language & Culture; ,Ahlain Let's start this week with some games and conversation practice! All levels are welcome and beginners are encouraged to come at 6:00. Our activities will help you learn the basics and more and we will also work on conversational skills. Afterwards we'll practice reading in pairs or small groups. I'll have something for each level but if you have something you want to work on please bring it with you. Hope to see you there! Christine,Let's practice Arabic!
10366,226521895,1405887,Razzy Fresh,Pittsburgh, 300 S. Craig St.,-79.949497,40.445651,language,Dining Out; Arabic Language; Middle Eastern Music; Language & Culture; ,Ahlain Let's start this week with some games and conversation practice! All levels are welcome and beginners are encouraged to come at 6:00. Our activities will help you learn the basics and more and we will also work on conversational skills. Afterwards we'll practice reading in pairs or small groups. I'll have something for each level but if you have something you want to work on please bring it with you. Hope to see you there! Christine,Let's practice Arabic!
41510,224205397,1056614,Wightman School Community Building,Pittsburgh, 5604 Solway Street,-79.926748,40.442868,language,Czech Language; Slovak Language; Pittsburgh area; Czech Groups; Czech and Slovak Republics; , Srde n v s zveme na Den otve en ch dve !P ij te se sezn mit a pod vat se na prostory kde bude esk kola fungovat od 12.z !Te me se na Va i n v t vu na Va e dotazy a na setkan s Va imi d tmi! Alice Zdrale &amp; Petra Viragova a dalsi clenove naseho teamu,Den Otevrenych Dveri: Cesky Svet-Ceska Skola Pittsburgh
41510,226554761,1074457,Cathedral of Learning ,Pittsburgh, University of Pittsburgh,-79.959778,40.436726,language,Czech Language; Slovak Language; Pittsburgh area; Czech Groups; Czech and Slovak Republics; ,Dear friends Along with members of the Czechoslovak Nationality Room Committee and thanks to the Gingerbread Cookies Workshop preparatory committee - Jana Houskova Hanka Katzerova and Tanya Korlanova you may be enjoying gingerbread cookie cutting baking and decorating on Saturday November 14 2015. The workshop starts at 3:00PM. For more details see the attached flyer. Regards Cestmir HouskaChair of the boardThe CS Nationality Room CommitteeThe PCLMG ,Gingerbread Cookies - November 14
41510,224471881,24013067,Wightman School Community Building,Pittsburgh, 5604 Solway St,-79.926727,40.442986,language,Czech Language; Slovak Language; Pittsburgh area; Czech Groups; Czech and Slovak Republics; ,Mili rodice a pratele Cesky Svet se oteviraji jiz za par dni! Moc se na vas tesime tuto sobotu 12. zari v 10hod rano v Wightman School Community Building 5604 Solway Street Pittsburgh PA 15217-1264. Nase pani ucitelky (Petra Viragova Helena Vankova-Walters a Jitka Benedikova) si pro vase deti pripravily spoustu her pisnicek a aktivit! A to vse v ceskem jazyce! :) Registracni formulare je mozne najit na nasi webove strance http://www.czechschoolofpittsburgh.com/. Prosime aby jste laskave formulare vyplnili podepsala a zaslali zpatky na c[masked]. Formulare je take mozne prinest na prvni den Ceskeho Sveta. Moc rady odpovime na vsechny vase dotazy proto se prosim nevahejte na nas obratit. Tesime se na vase deti a na shledani tuto sobotu! S pratelskym pozdravem Alice Zdrale esk Sv tWightman School Community Building5604 Solway StreetPittsburgh PA[masked] http://www.czechschoolofpittsburgh.com/ https://www.facebook.com/groups/czechschoolofpittsburgh/,Cesky Svet se otevira tuto sobotu!
41510,225843612,24013067,Wightman School Community Building,Pittsburgh, 5604 Solway St,-79.926727,40.442986,language,Czech Language; Slovak Language; Pittsburgh area; Czech Groups; Czech and Slovak Republics; , DIVADLO PRO D TICesky Svet srdecne zve deti a rodice 21. jna 2015 od 6 hodin na vzrusujici vystoupeni prazskeho divadla Viola Entent ky. Predstaven rezisera Pavla Jurkovice je plne ceskych bssnicek pisnicek a pohadek a trva i s kratkou prestavkou zhruba 80 minut. Herci divadla Viola Radka Tesarkova Josef Hervert a Martin Rudovsky hraj Entent ky jiz sedmym rokem. Behem sveho americk ho turn p edstav tuto strhuj ci podivanou take v nekolika americkych mestech vcetne Chicaga NYC a Pittsburghu. Pozn mka: Predstaven je pouze v cestine. Vstupne: $5. Svoji ast pros m potvr te zde. Tesime se na shledani! Cesky Svet,Divadlo pro deti a rodice
41510,225681213, No venue,,,,,,language,Czech Language; Slovak Language; Pittsburgh area; Czech Groups; Czech and Slovak Republics; ,Srdecne vas zveme na prvni kulturni a spolecenskou akci Ceskeho Sveta a The Pittsburgh Czech Language Meetup Group! Fun Fall Festival se uskutecni v nedeli 11. rijna od 2-5 hodin v Cranberry Twp. Co prinest: draky na letani skladaci zidlicku a jeden appetizer ci piti Co zajistime: hledani pokladu jizdu na traktoru pro deti ohen a zpivani s kytarou venkovni sporty a dalsi venkovni aktivity pro deti Pozvete sve pratele a kamarady; deti vseho veku jsou zvany! Cela akce se ukutecni venku proto doufame v dobre pocasi (akce bude potrvrzena v nedeli rano). Prosime aby jste zde potvrdili svoji ucast. Tesime se na shledani! Cesky Svet a The Pittsburgh Czech Language Meetup Group Ps. Presna adresa bude poslana po RSVP nebot festival se usktecni na zahrade clena the Pittsburgh Czech Language Meetup Group (diky!). ,Fun Fall Festival (pro deti a dospele)
41510,225548822, No venue,,,,,,language,Czech Language; Slovak Language; Pittsburgh area; Czech Groups; Czech and Slovak Republics; ,Pratele we are having a great opportunity to enjoy performance of Ma vlast a set of six symphonic poems composed by Bedrich Smetana. Ma vlast will be conducted by Jiri Belohlavek a famous Czech conductor at Heinz Hall on November 13th. The Czechoslovak Nationality Room Committee and the Czechs in the Burgh arranged for tickets at a so-called discount price and a reception at which we are going to meet Maestro Belohlavek. The Heinz Hall is expecting us in the Overlook Room at 6:30 PM that evening. Please see the flyer and provided links for other details. To purchase tickets go to the http://www.pittsburghsymphony.org or call[masked]-4819. Use Promo Code: Czech click Buy Tickets and select your seats. A lot of tickets have already been sold so if you are interested in attending make your decision soon. (CORRECTION - there is no charge by Meetup; you only pay for your ticket(s) and drinks at the bar) Look forward seeing you all there. Let us enjoy this great evening and enrich our experiences. Best regards Pavel Tyrpak Cestmir Houska and Carol HochmanThe Czechs in the \'Burgh Organizers ,Ma Vlast to be conducted by Jiri Belohlavek at Heinz Hall
54637,dtvmpcytmbdc,23691216,Revv Oakland,Pittsburgh, 3710 Forbes Ave.,-79.957092,40.441185,career-business,Entrepreneurship; ,,The Pittsburgh Entrepreneur Meetup Group Monthly Meetup
54637,226710649,23999255,RE360 World Headquarters ,Pittsburgh, 829 Industry Street,-79.992828,40.421104,career-business,Entrepreneurship; ,Startup Weekend is back in Pittsburgh! And as part of Global Startup Battle over 250 cities worldwide will be participating in Startup Weekends. This is our chance to show the world what Pittsburgh entrepreneurs are all about! All are welcome to come pitch their startup idea and/or join a team for this 54-hour frenzy of business model creation coding designing and market validation. The weekend culminates with presentations in front of local entrepreneurial leaders with valuable prizes awarded for the best pitches. Tickets are on sale now with deep discounts for students with valid ID and include all your meals and drinks plus the best networking event you could ask for. For more details visit the event page: http://www.up.co/communities/usa/pittsburgh/startup-weekend/7772,Startup Weekend Pittsburgh
54637,224695688,20771402,Jam on Walnut,Pittsburgh, Corner of Filbert St. and Walnut Street,-79.932976,40.451439,career-business,Entrepreneurship; ,One does not live off of Networking alone but if you want to you can bring business cards to this awesome street party. And have a chance to enjoy the last Jam on Walnut for 2015.JAM ON WALNUT LAST JAM of the SUMMER! 2 Bands! The bands for the 2015 Jam on Walnut season have been announced! Three Saturdays each Summer we block off Walnut Street for an outdoor concert to benefit Cystic Fibrosis Foundation Western PA Chapter Each of the three events attracts approximately 5000 people for the city s best block party! August 22 2015 @ 7:00pm The TWO BANDS ARE: Dancing Queen Kelsey Friday *** Meet at my Food Stand at corner of Walnut &amp; Filbert Street on the Hour 7pm 8pm or 9pm to see other meetup people.,LAST Jam on Walnut for the Summer! ENJOY SUMMER! 2 BANDS! Dancing Queen!
54637,224374919, No venue,,,,,,career-business,Entrepreneurship; ,This event will be online https://www.youtube.com/watch?v=lxdV4y1fBTs The presenter Ronjini Joshua founder of The Silver Telegram a marketing company which specializes in consumer technology health/fitness lifestyle medical and video games with an expertise in startup PR and crowdfunding campaigns. The Silver Telegram is an official Indiegogo partner and has raised over $3000000 on crowdfunding projects on sites like Kickstarter and Indiegogo. Ronjini will share insight about the outlook on crowdfunding it\'s importance in helping launch innovative ideas and offer tips on how to prepare for a successful crowdfunding campaign.,Webinar: Perk Based Crowdfunding for Startups
54637,dtvmpcytlbhc,23691216,Revv Oakland,Pittsburgh, 3710 Forbes Ave.,-79.957092,40.441185,career-business,Entrepreneurship; ,,The Pittsburgh Entrepreneur Meetup Group Monthly Meetup
54637,224223457,1085669,The Cabana Bar,Wexford, Oxford Club,-80.054848,40.626677,career-business,Entrepreneurship; ,BIG HAPPY HOUR at the Cabana Beach Bar in Wexford on Sat. Aug 8th. No Cover Free Buffet DJ &amp; Dancing! We have 8 meetup groups showing up and usually average about[masked] people showing up for the meetups. OKAY TO INVITE FRIENDS BE PREPARED TO DANCE!Some of the meetups represented: Pittsburgh Social Club Burgh Adults 412 Social\\Pittsburgh Happy Hour 30 ish Social Group and More! NO COVER! Socializing is FREE There is also a FREE BUFFET and DJ &amp; Dancing! Pay for your own drinks ;-). LOOK FOR THE MEETUP SIGNS!Hope to see you there THIS IS YOUR INVITE ;-) *** SATURDAY Aug 8th from 6pm-9pm....FREE Appetizer buffet 5 drink specials DJ and our own Cabana Bar! Wear your best Island attire!!! CABANA CLUB is located inside of the: OXFORD ATHLETIC CLUB at Wexford: Address: 100 Village Club Dr Wexford PA 15090 Phone: (724)[masked] (BEHIND the shopping center) HAPPY HOUR will be from 6pm-9pm on Saturday August 8 2015 Happy Hour includes: Free Appetizer Buffet 5 Special Priced Drinks DJ FUN FUN FUN! See you there! Look for the MEETUP SIGNS! See you on the Dance Floor!,Happy Hour at the Cabana Bar.Wexford! One does not live off of networking alone!
54637,dtvmpcytnbkc,23691216,Revv Oakland,Pittsburgh, 3710 Forbes Ave.,-79.957092,40.441185,career-business,Entrepreneurship; ,,The Pittsburgh Entrepreneur Meetup Group Monthly Meetup
63868,nzxdllytnbgc,816398,Coffee Tree Roaster / Meeting Room / Shadyside,Pittsburgh, 5524 Walnut St,-79.932838,40.451405,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,Update for students attending: The textbook is French in Action.Preparation for the Saturday morning session:1 - Watch or Review the videos online http://www.learner.org/resources/series83.htmlCh 3-4: Planning &amp; Anticipating II &amp; III Ch 15-16: Encounters II &amp; III2 - Review the chapters and workbook pages (online) through:&lt;https://frenchlessons.moodlecloud.com/&gt; See if you can answer the questions orally at the end of the chapters. For beginners - ch 4 / for others ch 15 (review) &amp; 16 (new Documents are available here: https://goo.gl/0OTPg1 Ch 4 elements: Giving and receiving feedback: expressing choices and preferences; decisive and in decisive responses ( 4 .10 4 .11)Processing information: going through customs; getting from the airport to Paris; information about lodgings for foreign stu dents in ParisPhonetics: the vowels in le la and les: nasal vowels; non-pronunciation of final consonants [masked]) Masculine and feminine gender ( 4 .12) Agreement in gender and number (4.13- 4.15 4.29 4.30) Elision and liaison [masked]) Masculine and f eminine of words ending in -ais -ain and -ien (extension) and in - ois [masked]) Verbs in -er present indicative [masked]) Etre present indicative ( [masked]) Ch 16 elements: Establishing and maintaining relation ships: sharing secrets; sharing experiences: agreeing and disagreeingProcessing information; making plans; in quiring and answering questions; asking for help and respondingSocializing: extending and accepting invitations Absence: pas de aucun (16.6) Passage of time: tout l'heure apr s demain avant-hier [masked])Phonetics: /s/ and /z/ (16.4 16.5)  Y (16.7 16.8) Devoir present indicative (16.9 16.10) The imperfect and pass compos (16.15 16.16) t Vouloir pouvoir review [masked]) t Avoir envie de [masked]) t Profiter de [masked]) t Conna tre versus savoir review (16.28- 16.30) Verb forms croire voir essayer venir tenir comprendre [masked]) Bonjour! This is for all beginning and intermediate levels. I'm going to offer this 4x a month (with occasional cancellations). The location might vary a bit but will be in shadyside/sq. hill for now. The focus of the group is on communication strategies (improving your conversational skills). The session will be divided into 2 parts: Beginning (10-11) Textbook we are using now is FRENCH IN ACTION (any edition). Video is available online @ &lt;http://www.learner.org/resources/series83.html&gt;. I have pdf copies of other materials. ch 1 - 26 Intermediate (11-12) FRENCH IN ACTION ch 27 - 52 You are welcome to stay for both sections. Just a reminder: if you cannot come for whatever reason please be so kind as to cancel your RSVP online. That helps let me not print so many docs. And gives your spot them someone else. Merci! This will be supplemented with other grammar / vocabulary.,Caf conversation at Coffee Tree (beginning & intermediate levels)
63868,mffljlytmbwb,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). ,Wexford Panera French Conversation
63868,zdzdllytnblb,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). I have a course conflict for the next couple of months so that I cannot attend this time slot for Oct-Nov 2015. Marc,Wexford Panera French Conversation
63868,zdzdllytpbzb,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). I cannot attend this time slot until mid-nov 2015. Marc,Wexford Panera French Conversation
63868,mffljlytmbgc,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). ,Wexford Panera French Conversation
63868,226813076,12495712,Panera Bread,Pittsburgh, 3401 Boulevard of the Allies,-79.958191,40.43631,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,"Je vous signale le prochain Petit D jeuner le 21 nov. 11h00 Panera Bread 3401 Blvd of the Allies 15213.Si vous pensez assister merci de r pondre ce message. Cordialement Amy GuthriePetit Dejeuner &lt;[masked]&gt; Note - I am sending this on behalf of Amy Guthrie - please respond both on this meetup and send her an email to rsvp.Level - ""people who already speak some to a lot of French""",Petit D jeuner (a monthly breakfast group - int - adv)
63868,226142186,11251872,Tan Lac Vien,Pittsburgh, 2114 Murray Ave (Squirrel Hill),-79.923264,40.433186,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,Manger vietnamien - &amp; r union organisationnelle [Eat vietnamese &amp; organizational meeting] Y a-t-il des preneurs pour un repas vietnamien et une discussion internationale? Quelques membres de mon Meetup international y seront aussi. J'adore manger vietnamien et j'ai h te de vous voir tous apr s un long t [Any takers for vietnamese food &amp; international talk? (a few members of my international Meetup will be there also) I love Vietnamese food - and I would like to see you again after the long summer.] Je voudrais r server tout le monde un accueil chaleureux - en particulier ceux qui aimeraient proposer des v nements futurs. [I'd like to extend this invitation to anyone who would like to propose French events. ] Ce petit resto est situ sur la colline des cureuils et dispose d'un acc s pratique et proche de la sortie de l'autoroute 376. [This small restaurant is located in Squirrel Hill and has easy access off of 376 on Murray Ave.] Apportez votre propre boisson alcoolis e [It's BYOB.] Marc l'organisateur de ce groupe,Manger vietnamien - & r union informationnelle
63868,nzxdllytnbfb,816398,Coffee Tree Roaster / Meeting Room / Shadyside,Pittsburgh, 5524 Walnut St,-79.932838,40.451405,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,"Bonjour! This is for all beginning and intermediate levels. I\'m going to offer this 4x a month (with occasional cancellations). The location might vary a bit but will be in shadyside/sq. hill for now. The focus of the group is on communication strategies (improving your conversational skills). The session will be divided into 2 parts: - Beginning (10-11am) - preview FIA Orientation &amp; ""planning &amp; anticipating 1"".Textbook we are using now is FRENCH IN ACTION (any edition). Video is available online @ &lt;http://www.learner.org/resources/series83.html&gt;. I have pdf copies of other materials. ch 1 - 26 - Intermediate (11am-12pm) - preview FIA orientation &amp; ""ch 27 ""Transportation and Travel I"" Video is available online @ &lt;http://www.learner.org/resources/series83.html&gt;. I have pdf copies of other materials. FRENCH IN ACTION ch 27 - 52 You are welcome to stay for both sections. Just a reminder: if you cannot come for whatever reason please be so kind as to cancel your RSVP online. That helps let me not print so many docs. And gives your spot them someone else. Merci! This will be supplemented with other grammar / vocabulary.",Caf conversation at Coffee Tree (beginning & intermediate levels)
63868,zdzdllytnbdc,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). I have a course conflict for the next couple of months so that I cannot attend this time slot for Oct-mid-Nov 2015. Marc,Wexford Panera French Conversation
63868,225871208,816398,Coffee Tree Roaster / Meeting Room / Shadyside,Pittsburgh, 5524 Walnut St,-79.932838,40.451405,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,"We are starting a year-long program in French language - but covering two levels in each session. For those who attend I am providing online access to vocabulary &amp; exercise files access to online learning and textbook and audio files. People are welcome to jump in at any point. The focus is on learning/listening/conversing with authentic French - at a near-native speaking speed. Sat. Oct 10 we will be covering chapters 1-2 &amp; 14 ch 1-2 covers: socializing for greeting and taking leave of others expressing thanks surprise. subject pronouns / masculine feminine /aller / present indicative / users of aller / intro to tre / negation ch 14 covers: socializing flirting expressions of agreement and disapproval; seeking information giving/receiving directions etc. de quoi s agit-il? dire vs parler / vivre vs habiter / present vs l imparfait. files will be provided in class and online Bonjour! This is for all beginning and intermediate levels. I\'m going to offer this 4x a month (with occasional cancellations). The location might vary a bit but will be in shadyside/sq. hill for now. The focus of the group is on communication strategies (improving your conversational skills). The session will be divided into 2 parts: Beginning (10-11) - Chapter 0-1-2 - Textbook we are using now is FRENCH IN ACTION (any edition). Video is available online @ &lt;http://www.learner.org/resources/series83.html&gt;. I have pdf copies of other materials. ch 1 - 26 Intermediate (11-12) FRENCH IN ACTION Chapter 14 - ""Entr e en mati re I"" (textbook) or the video for ""Encounters IV"" Textbook we are using now is FRENCH IN ACTION (any edition). Video is available online @ &lt;http://www.learner.org/resources/series83.html&gt;. I have pdf copies of other materials. ch 1 - 26 You are welcome to stay for both sections. Just a reminder: if you cannot come for whatever reason please be so kind as to cancel your RSVP online. That helps let me not print so many docs. And gives your spot them someone else. Merci! This will be supplemented with other grammar / vocabulary.",Caf conversation at Coffee Tree (beginning & intermediate levels)
63868,mffljlytlbjb,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). ,Wexford Panera French Conversation
63868,zdzdllytnbtb,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,This is an open conversation group (pour ceux/celles qui ont juste envie de discuter). I have a course conflict for the next couple of months so that I cannot attend this time slot for Oct-Nov 2015. Marc,Wexford Panera French Conversation
63868,226032225,674917,Panera Bread,Wexford, 12071 Perry Hwy,-80.059784,40.633533,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,Mise- -Jour (Lun 9 nov) Veuillez mettre- -jour votre rsvp si vous ne pouvez pas assister cette r union. Pour cette semaine - je propose nous r unir o c'est plus simple pour moi. Venez nombreux si vous pouvez - Amicalement Marc Est-ce que vous avez un niveau de fran ais assez fort - et vous cherchez l'am liorer? Je t te le terrain pour voir s'il y a assez de preneurs pour commencer un groupe avanc . Il reste voir ce que l'on va faire. Je propose qu'on se r unisse divers endroits en ville. Affichez vos id es ci-dessous. Bien vous - Marc,Conversation fran aise - niveau avanc (r union pr liminaire)
63868,nzxdllytnbnb,816398,Coffee Tree Roaster / Meeting Room / Shadyside,Pittsburgh, 5524 Walnut St,-79.932838,40.451405,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,Bonjour! This is for all beginning and intermediate levels. I'm going to offer this 4x a month (with occasional cancellations). The location might vary a bit but will be in shadyside/sq. hill for now. The focus of the group is on communication strategies (improving your conversational skills). The session will be divided into 2 parts: Beginning (10-11) Textbook we are using now is FRENCH IN ACTION (any edition). Video is available online @ &lt;http://www.learner.org/resources/series83.html&gt;. I have pdf copies of other materials. ch 1 - 26 Intermediate (11-12) FRENCH IN ACTION ch 27 - 52 You are welcome to stay for both sections. Just a reminder: if you cannot come for whatever reason please be so kind as to cancel your RSVP online. That helps let me not print so many docs. And gives your spot them someone else. Merci! This will be supplemented with other grammar / vocabulary.,Caf conversation at Coffee Tree (beginning & intermediate levels)
63868,klpvllytpbsb,816398,Coffee Tree Roaster / Meeting Room / Shadyside,Pittsburgh, 5524 Walnut St,-79.932838,40.451405,language,French Language; Dining Out; Book Club; International and Exchange Students; Education & Technology; Language & Culture; Social; Reading; International Travel; Cooking; Recipes; ,"The Nov 12 Update - There is still room for those interested in joining us. I will post lesson plans today for the Saturday Session. Let me know if you are interested in joining the session via skype. Also - be sure to prepare by viewing the FIA (French in Action) videos online and practice the ""Mise en oeuvre"" questions at the end of the chapter. I will be introducing chapters 5 &amp; 18. Assignments will be completed online on the moodle site. Bonjour! This week we be reviewing chapter 1-5 in beg. and continuing with 17-18 in French in action. This is for all beginning and intermediate levels. I\'m going to offer this 4x a month (with occasional cancellations). The location might vary a bit but will be in shadyside/sq. hill for now. The focus of the group is on communication strategies (improving your conversational skills). The session will be divided into 2 parts: Beginning (10-11)Textbook we are using now is FRENCH IN ACTION (any edition). I have pdf copies of other materials. ch 1 - 26 Intermediate (11-12) FRENCH IN ACTION ch 27 - 52 You are welcome to stay for both sections. Just a reminder: if you cannot come for whatever reason please be so kind as to cancel your RSVP online. That helps let me not print so many docs. And gives your spot them someone else. Merci! This will be supplemented with other grammar / vocabulary.",Caf conversation at Coffee Tree (adv beginning & intermediate levels)
