147, Monday evening tennis for all levels,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
148, Sunday morning tennis for all levels - Schenley Park,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
149, Let's play tennis,40.491043,-80.18604,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Moon township,Allegheny County
150, Monday evening tennis - at Moon park,40.491043,-80.18604,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Moon township,Allegheny County
151, Thursday evening tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
152, Wednesday night tennis for all levels,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
153, Friday evening tennis - at Moon park,40.491043,-80.18604,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Moon township,Allegheny County
154, Wednesday evening tennis for all levels,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
155, Saturday Morning Tennis For All Levels - Doubles,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
156, Monday evening Tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
157, Monday evening Tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
158, Monday evening Tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
159, Monday night tennis for all levels.,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
160, Great Lakes Medieval Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
161, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
162, Pittsburgh Renaissance Festival 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
163, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
164, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
165, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
166, Great Lakes Medieval Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
167, Pittsburgh Renaissance Festival 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
168, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
169, Great Lakes Medieval Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
170, Great Lakes Medieval Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
171, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
172, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
173, Board Games!,40.436008,-79.958076,Central Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
174, MEEPLE (MEEt Play Learn),40.443424,-79.948845,North Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
175, MEEPLE (MEEt Play Learn),40.443424,-79.948845,North Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
176, Great Lakes Medieval Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
177, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
178, Great Lakes Medieval Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
179, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
180, Pennsylvania Renaissance Faire 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
181, Pittsburgh Renaissance Festival 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
182, Board Games!,40.436008,-79.958076,Central Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
183, Pittsburgh Renaissance Festival 2015 season : Everyone is encouraged to attend!,0,0,0,0,0,0,0
184, Japanese Study Group level 1 Beginner,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
185, Japanese study group level 2 for intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
186, Japanese study group level 2 for intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
187, Japanese Study Group level 1 Beginner,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
188, Japanese study group level 2 for intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
189, Japanese Study Group Beg level 1 EXTENTION! Interemediate level 1 EXTENTION!,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
190, Japanese Study Group level 1 Beginner,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
191, Japanese Study Group level 1 Beginner,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
192, Japanese Study Group level 1 Beginner,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
193, Japanese Study Group level 1 Intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
194, After-class dinner @ Max's Tavern,40.455265,-79.999733,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
195, Japanese study group for intermediate #2,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
196, Japanese Study Group level 1 Intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
197, Japanese Study Group level 1 Intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
198, Japanese Study Group level 1 Intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
199, Japanese study group level 2 for intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
200, Japanese Study Group level 2 Beginner,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
201, Japanese Study Group level 1 Intermediate,40.438137,-79.922536,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
202, Drama night and potluck dinner,0,0,0,0,0,0,0
203, After-class dinner,40.438122,-79.922546,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
204, Play ultimate on Saturday (at Koenig),40.432568,-79.888092,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Edgewood borough,Allegheny County
205, Play Ultimate in Greensburg (Swede Hill Park),40.2765734,-79.5671578,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hempfield township,Westmoreland County
206, Pick-up at Riverview Park 8:30-11:30,40.490067,-80.021164,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
207, Play ultimate on Thursday (at Lower Frick),40.431808,-79.898384,Regent Square,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
208, Play ultimate on Thursday (at Lower Frick),40.431808,-79.898384,Regent Square,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
209, Pick-up at Riverview Park 8:30-10:30,40.490067,-80.021164,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
210, Play Ultimate in Greensburg (Swede Hill Park),40.284339,-79.567615,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hempfield township,Westmoreland County
211, Sunday 10am at the IM Fields (Behind the Cost Center),40.438339,-79.997467,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
212, Pick-up at Riverview Park (New Time) 9-11pm,40.490067,-80.021164,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
213, Play Ultimate in Westmoreland County,40.277355,-79.56413,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hempfield township,Westmoreland County
214, Play ultimate on Saturday (at Koenig),40.432568,-79.888092,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Edgewood borough,Allegheny County
215, Play Ultimate in Oakland,40.440809,-79.948149,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
216, Play ultimate on Saturday then have a BBQ (at Koenig),40.432568,-79.888092,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Edgewood borough,Allegheny County
217, Play Ultimate in Greensburg (Swede Hill Park),40.284339,-79.567615,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hempfield township,Westmoreland County
218, Play ultimate on Thursday (at Lower Frick),40.431808,-79.898384,Regent Square,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
219, Pick-up at Riverview Park (New Time) 9-11pm,40.490067,-80.021164,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
220, Play ultimate on Saturday (AT LOWER FRICK),40.431808,-79.898384,Regent Square,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
221, Play Ultimate in Oakland,40.440809,-79.948149,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
222, Play ultimate on Saturday (at Koenig),40.432568,-79.888092,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Edgewood borough,Allegheny County
223, LAST Jam on Walnut for the Summer! Multi-block party! 2 BANDS! Dancing Queen!,40.451439,-79.932976,Shadyside,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
224, It's Right TurnClyde at the Spoon Wood Brewing Company! Bethel Park!,40.34528,-80.01411,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Bethel Park municipality,Allegheny County
225, Morning Meditations: Connecting Energy Above + Below Quantum Touch,40.385338,-79.978386,Carrick,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
226, SPECIAL VOCALIST!!! The Jazz Conspiracy BIG BAND with dance lesson at the Elks,40.451824,-80.000793,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
227, CABANA BEACH BAR Happy Hour (Wexford)!  DJ & Dancing Free Buffet!,40.632927,-80.050629,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pine township,Allegheny County
228, FREE JAZZ FESTIVAL-Monroeville Tall Trees Ampetheatre!,40.420403,-79.76342,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Monroeville municipality,Allegheny County
229, listen to big-band jazz,40.168537,-79.797353,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Rostraver township,Westmoreland County
230, SPECIAL-The Jazz Conspiracy Tony Venneri w Dance Lesson sponsored by Dos Equis,40.451824,-80.000793,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
231, StudioPM Coloring Book Social (for adults) & Wine Tasting - Village Tavern AUG19,40.441303,-80.033798,West End,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
232, 2nd annual Summer Daze Festival,40.365307,-80.017593,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Castle Shannon borough,Allegheny County
233, Pittsburgh Mass Mob XIII at Our Lady of the Angels Church,40.465831,-79.963923,Lower Lawrenceville,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
234, Just Announced! Mayor Bill Peduto Joining the Epicast Party!!!,40.421764,-79.99408,Allentown,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
235, Pizza & More 52 Cross-Post Pgh Pizza Parade!,40.46244,-79.964394,Lower Lawrenceville,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
236, SPEED DATING @LATITUDE 360 ON THE PATIO!! Ages 30-49,40.446178,-80.177849,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",North Fayette township,Allegheny County
237," Free Comedy! ""Best Of The Burgh"" Comedy Showcase at Buckhead Saloon",40.432542,-80.003711,South Shore,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
238," Happy Hour at ""Tilted Kilt"" North Shore on the Outdoor Patio!",40.445938,-80.010818,North Shore,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
239, BAND TOGETHER FOR A GOOD CAUSE...w THE NIED'S HOTEL BANDFox Chapel Yacht Club!,40.486952,-79.877235,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",O'Hara township,Allegheny County
240, Cranberry Travel MeetUp!,40.684097,-80.110649,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
241, Level 20 - Sola Fide: Ya Gotta Believe (and the math proves it!),40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
242, Quantum Miracles: Charting Your Course,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
243, Level 18 - The Costume Party: Life Is But A Dream,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
244, Level 10 - Entanglement: Everything is Connected,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
245, Fight Club: Ready ... Set ... Action!,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
246, Level 9 - The Observer Phenomenon: Believing Is Seeing,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
247, Quantum Miracles: Charting Your Course,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
248, Level 8 - Superposition: Infinite Possibilities,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
249, Level 7 - Relativity: The Maze,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
250, Fight Club: Ready ... Set ... Action!,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
251, Fight Club: Ready ... Set ... Action!,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
252, Level 19 - The Immaculate Deception: Evolve or Revolve,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
253, Level 16 - The Projector: You Are A Movie Star,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
254, Level 17 - Duality: To Be or Not To Be?,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
255, Level 11 - Memento Mori: What's Next?,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
256, Quantum Miracles: Charting Your Course,40.692699,-80.105698,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
257, ITALIAN BOOTCAMP - (Advanced students),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
258, ITALIANO-ESPRESSO ( Italian conversation group),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
259, Adv. INTERMEDIATE ITALIAN (10 sessions),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
260, ITALIAN BOOTCAMP - (Advanced students),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
261, FERRAGOSTO - Our biggest and best Social Saturday get-together,40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
262, Advanced Beginners (Evening class),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
263, BOCCE TOURNMENT - Heinz History Center,40.446491,-79.992615,Strip District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
264, ITALIANO-ESPRESSO ( Italian conversation group),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
265, ITALIAN BOOTCAMP - (Advanced students),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
266, ITALIANO-ESPRESSO ( Italian conversation group),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
267, ITALIANO-ESPRESSO ( Italian conversation group),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
268, INTERMEDIATE ITALIAN (10 sessions),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
269, ITALIAN BOOTCAMP - (Advanced students),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
270, Adv. INTERMEDIATE ITALIAN (10 sessions),40.430318,-79.893478,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Swissvale borough,Allegheny County
271, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
272, Free In-Store Clinic - How to Pack for Kayak Camping,40.544636,-80.008774,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Ross township,Allegheny County
273, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
274, Bike Three Rivers Heritage Trail,40.471233,-79.97268,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Millvale borough,Allegheny County
275, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
276, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
277, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
278, Dog Day Afternoon Hike & Concert,40.570587,-79.92728,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hampton township,Allegheny County
279, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
280, Stand-Up Paddleboard Discovery,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
281, Connect with Nature  Yoga Hike in North Park,40.588665,-80.00666,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
282, Free In-Store Clinic - Basic Bike Maintenance,40.54266,-80.00939,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Ross township,Allegheny County
283, Full Moon Paddle on North Park Lake,40.597488,-79.997032,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
284, Gig - Mt. Lebanon Library Outdoor Concert Series,40.377373,-80.045219,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Mount Lebanon township,Allegheny County
285, Beginner Ukulele Jam -- NOTE AUG 11 LOCATION CHANGE,40.365284,-80.048317,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Mount Lebanon township,Allegheny County
286, Beginner Ukulele Jam - 4th Tuesday,40.377373,-80.045219,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Mount Lebanon township,Allegheny County
287, 2nd Sunday Jams at Hambone's Pub,40.470444,-79.960457,Central Lawrenceville,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
288, 1st Wednesday of Month - Regent Square Area,40.438137,-79.892113,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Wilkinsburg borough,Allegheny County
289, GIG rehearsal,0,0,0,0,0,0,0
290, UNDER THE BOARDWALK Workshop,40.428551,-80.017258,Mount Washington,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
291, Dinner  Drinks Before Jake Concert,40.407272,-79.909813,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Homestead borough,Allegheny County
292, 3rd Wednesday of Month - Regent Square Area,40.438137,-79.892113,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Wilkinsburg borough,Allegheny County
293, GIG rehearsal,0,0,0,0,0,0,0
294, 1st Monday Ukulele in North Hills,40.584347,-80.081696,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Franklin Park borough,Allegheny County
295, 3rd Monday in North Hills,40.584347,-80.081696,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Franklin Park borough,Allegheny County
296, Ensemble--4th Wednesday,40.438137,-79.892113,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Wilkinsburg borough,Allegheny County
297, Open sparring and practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
298, Broken Plow weekly practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
299, Broken Plow weekly practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
300, Open sparring and practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
301, Broken Plow weekly practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
302, Intro Longsword Class,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
303, Broken Plow weekly practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
304, Open sparring and practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
305, Intro Longsword Class,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
306, Intro Longsword Class,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
307, Open sparring and practice,40.496241,-79.94392,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Etna borough,Allegheny County
308, Classical BBQ with the Pittsburgh Symphony Orchestra,40.442724,-80.002187,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
309, Idina Menzel Concert ... with ticket offer & pre-show gathering with live jazz,40.44261,-79.99923,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
310, Dance Lesson Wine Session ... and Little Italy Days!,40.461079,-79.947922,Bloomfield,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
