177,StartUpTown,40.437489,-79.9814
178,En Garde Fencing Club ,40.496241,-79.94392
179,Beechwood Farms Nature Reserve,40.542927,-79.909225
180,Sharp Edge Beer Emporium,40.459939,-79.930554
181,Cathedral of Learning (by the 1st floor Elevators),40.444649,-79.952599
182,Greater Pittsburgh Masonic Center,40.528487,-80.143122
183,Cruze Bar,40.449604,-79.987617
184,the Rex Theatre,40.428688,-79.98246
185,Upper St. Clair Library,40.335259,-80.073258
186,Volunteers of America,40.494747,-79.923813
187,Wilkins School Community Center,40.430318,-79.893478
188,Getaway Cafe,40.384331,-80.015935
189,Regional Learning Alliance at Cranberry Woods,40.673447,-80.088402
190,Temple Baptist Church,40.408634,-79.99115
191,Sparkledragon s Magical Emporium,40.404533,-80.033188
192,Panera,40.436432,-79.958084
193,Tera Switch Networks,40.450432,-80.019455
194,Crazy Mocha - (412) 521-1056,40.432976,-79.917404
195,Magee-Womens Hospital of UPMC Suite 5600,40.437542,-79.960396
196,Game Masters,40.541824,-80.02695
197,Management Science Associates,40.454826,-79.913498
198,Temple Baptist Church,40.408634,-79.99115
199,Quantum Counseling Services,40.692699,-80.105698
200,East End Food Co-Op,40.448215,-79.895462
201,NoWait,40.441303,-79.95776
202,Wilkins School Community Center,40.430318,-79.893478
203,Kings Family Restaurant,40.61713,-80.093559
204,Revv Oakland,40.441185,-79.957092
205,Pittsburgh Playwrights Theatre Company,40.443378,-79.996666
206,Pittsburgh Playwrights Theatre Company,40.443378,-79.996666
207,Helen Wayne Raub Studio Theater Purnell Ctr.,40.44112,-79.941872
208,Smiling Moose,40.428715,-79.984962
209,Smiling Moose,40.428715,-79.984962
210,Carnegie Library of Pittsburgh - Downtown and Business Branch,40.44175,-79.99752
211,Cafe Kolache,40.696453,-80.301849
212,Carnegie Museum of Art and Natural History,40.444138,-79.949265
213,Carnegie Museum of Art and Natural History,40.444138,-79.949265
214,Jergel s,40.654709,-80.08242
215,jergels ,40.654755,-80.081772
216,Carnegie Museum of Art,40.443626,-79.950623
217,Great Hall College of Fine Arts Building ,40.442493,-79.942551
218,Kings Family Restaurant,40.256481,-80.150963
219,Panera Bread,40.633533,-80.059784
220,Panera Bread,40.633533,-80.059784
221,Sharp Edge Bistro,40.444038,-79.997261
222,Sharp Edge Bistro,40.444,-79.997223
223,TechShop Pittsburgh,40.456928,-79.915764
224,En Garde Fencing Club ,40.496241,-79.94392
225,Sharp Edge Bistro,40.443962,-79.997208
226,Cost Center Outdoor IM Fields,40.438339,-79.997467
227,Christina s Restaurant,40.347141,-79.792244
228,Holistic Approach 4 Life,40.328297,-80.12561
229,Market District Supermarket,40.441742,-80.151283
230,Hoss s Steak and Sea House,40.422981,-79.663353
231,Bridge Coworking,40.365257,-79.982224
232,Panera Bread,40.358051,-80.052071
233,Revv Oakland,40.441185,-79.957092
234,Regent Square Theater,40.433416,-79.894225
235,Regent Square Theater,40.433416,-79.894225
236,Regent Square Theater,40.433416,-79.894225
237,Dobra Tea,40.434963,-79.922806
238,L.L.Bean Store at Ross Park Mall,40.543087,-80.009415
239,Steel Cactus,40.451412,-79.933632
240,Children s Museum,40.452587,-80.007088
241,Quantum Counseling Services,40.692699,-80.105698
242,Moon Township Public Library,40.475914,-80.174187
243,Wooden Nickel,40.437237,-79.772346
244,Quantum Counseling Services,40.692699,-80.105698
245,Panera Bread,40.632431,-80.05883
246,South Hills Village Mall ,40.343731,-80.056847
247,Bicycle Heaven Museum,40.45633,-80.03202
248,Enlightened Healing Energy,40.372467,-80.033928
249,Sacred Heart Parish,40.456097,-79.923271
250,Carnegie Library of Pittsburgh - Homewood Branch,40.455284,-79.899214
251,Magee-Womens Hospital of UPMC Suite 2131,40.437542,-79.960396
252,Pittsburgh Dance Center,40.461189,-79.947533
253,Pittsburgh Dance Center,40.461079,-79.947922
254,Sri Yantra Yoga LLC,40.250741,-80.208757
255,Carnegie Library of Pittsburgh,40.443508,-79.949593
256,Bigham Tavern,40.432457,-80.01503
257,Crazy Mocha Coffee Company,40.456524,-79.93026
258,The Hollywood Theater in Dormont,40.396042,-80.035027
259,TurnOn Pittsburgh,40.45903,-79.923882
260,Allegheny Center Alliance Church,40.453106,-80.003494
261,Mt Lebanon Tennis Center,40.374264,-80.057274
262,Future Tenant,40.443642,-79.998665
263,CAVO Pittsburgh ,40.451527,-79.98497
264,Pittsburgh Athletic Association,40.444721,-79.954376
265,Wilkins School Community Center,40.430318,-79.893478
266,The Pump House,40.409203,-79.895813
267,Springdale United Presbyterian,40.541355,-79.778358
268,Panera Bread,40.357609,-80.050369
269,SouthSide Riverfront Park Entrance,40.431889,-79.980301
270,Footprints Farm,39.7210001,-79.6093279
271,Carnegie Library Main (Oakland),40.444139,-79.949267
272,Crazy Mocha,40.433531,-79.923204
273,Schenley Oval Sportsplex,40.431979,-79.94216
274,Andrew Bayne Memorial Library,40.496571,-80.054886
275,Market District Express,40.30378,-80.09745
276,First Floor Posvar Hall,40.440609,-79.953972
277,Skibo Gymnasium,40.441753,-79.941574
278,Lucky Paws,40.685226,-80.164513
279,Dove of Light Healing Ministry,40.154251,-79.794983
280,The Hardware Store - Where media professionals startups and nonprofits collaborate,40.421764,-79.99408
281,Panera Bread,40.395706,-80.066353
282,The Hardware Store - Where media professionals startups and nonprofits collaborate,40.421764,-79.99408
283,Yoga Digs ,40.428734,-79.986038
284,Bellefield Auditorium ,40.445962,-79.951683
285,Forbes Tower,40.440445,-79.95755
286,Bellefield Auditorium ,40.445962,-79.951683
287,kettlebell fusion fitness,40.446079,-79.763725
288,Wilkins School Community Center,40.430318,-79.893478
289,Panera Bread,40.436008,-79.958076
290,Carnegie Library of Pittsburgh - Downtown and Business Branch,40.44175,-79.99752
291,Carnegie Library of Pittsburgh - Homewood Branch,40.455284,-79.899214
292,Panera Bread,40.456142,-79.937492
293,Carnegie Library of Pittsburgh - Squirrel Hill Branch,40.438213,-79.922653
294,Carnegie Museum of Art,40.444139,-79.949267
295,Laird Hall,40.428642,-79.694237
296,Harris Theater,40.442795,-79.998558
297,Ali Baba,40.445094,-79.948789
298,Saint Anthony s Chapel,40.464668,-79.983673
299,Colleen s House,40.377941,-80.02829
300,Saint Anthony s Chapel,40.464668,-79.983673
301,Saint Anthony Chapel,40.464752,-79.983643
302,Saint Anthony s Chapel,40.464668,-79.983673
303,Saint Anthony Chapel,40.464752,-79.983643
304,Willow Restaurant and Lounge,40.521193,-80.076578
305,First Unitarian Church of Pittsburgh in Shadyside,40.450916,-79.943053
306,First Unitarian Church of Pittsburgh in Shadyside,40.450916,-79.943053
307,latitude 360,40.446178,-80.177849
308,Panera Bread ,40.455936,-79.937172
309,Carnegie Mellon University-McConomy Auditorium,40.443504,-79.941574
310,Harris Theater,40.442795,-79.998558
311,Byham Theater,40.443848,-80.002548
312,The Church Brew Works,40.46244,-79.964394
313,31 RPMs Sports Bar - Grille,40.366302,-80.106628
314,Eclipse Lounge,40.466454,-79.964691
315,Cruze Bar,40.449604,-79.987617
316,Eliza Furnace Trail Parking Lot,40.4261,-79.953394
317,Raccoon Creek State Park,40.506271,-80.390106
318,Carnegie Science Center,40.452234,-80.00345
319,TurnOn Pittsburgh,40.45903,-79.923882
320,Paneras Bread Waterworks Mall,40.48912,-79.89257
321,Dobra Tea,40.434963,-79.922806
322,Pittsburgh Friends Meeting House,40.449139,-79.945808
323,Hofbrauhaus Pittsburgh,40.428661,-79.964912
324,Cheesecake Factory,40.427914,-79.965233
325,Crazy Mocha,40.630177,-80.057175
326,Enlightened Healing Energy,40.372467,-80.033928
327,Wilkins School Community Center,40.430318,-79.893478
328,Perle,40.441086,-80.002876
329,Soergel Orchards,40.615013,-80.092499
330,Animal Friends,40.522213,-80.077316
331,Shape Training,40.45863,-79.931137
332,Carnegie Library Squirrel Hill,40.438137,-79.922536
333,Crazy Mocha - (412) 521-1056,40.432976,-79.917404
334,Level 20 Lounge,40.336735,-80.023605
335,Palate Partners School of Wines and Spirits,40.461971,-79.965454
336,Carnegie Library of Pittsburgh - Main,40.443424,-79.948845
337,Carnegie Library Squirrel Hill,40.438137,-79.922536
338,Saint Stephen Catholic Church,40.406368,-79.942749
339,Schenley Park,40.439304,-79.946434
340,Carnegie Library Squirrel Hill,40.438137,-79.922536
341,Josh and Becky s House,40.377327,-79.967606
342,Carnegie Mellon University-McConomy Auditorium,40.443504,-79.941574
343,Razzy Fresh,40.445651,-79.949497
344,Absolute Ballroom Dancing,40.457782,-79.909891
345,Panera Bread,40.456512,-79.915154
346,Regent Square Theater,40.433416,-79.894225
347,Zeke s Coffee,40.461357,-79.924568
348, CCAC Boyce Campus,40.452187,-79.75291
349,Birmingham Bridge Tavern,40.424572,-79.964493
350,Cheesecake Factory,40.427914,-79.965233
351,Temple Baptist Church,40.408634,-79.99115
352,Cannon Coffee,40.393463,-80.020142
353,Kresge Theater,40.443504,-79.941574
354,Olive or Twist,40.4432,-80.00244
355,Olive or Twist,40.4432,-80.00244
356,Olive or Twist,40.4432,-80.00244
357,Pittsburgh Playwrights Theatre Company,40.443378,-79.996666
358,CRAFTON - INGRAM LANES,40.435069,-80.066166
359,Snapology,40.349045,-80.05175
360,Bonnie and Clyde s,40.632542,-80.058952
361,Squirrel Hill Library,40.438122,-79.922546
362,The White Rabbit Cafe and Patisserie,40.303905,-79.544739
363,LunaMetrics,40.431194,-79.980644
364,AlphaLab Gear,40.46228,-79.923996
365,Andrew Carnegie Free Library and Music Hall,40.406994,-80.085823
366,Panera Bread - Bakery Square,40.456543,-79.915108
367,Benedum Center For the Performing Arts,40.44261,-79.99923
368,En Garde Fencing Club ,40.496241,-79.94392
369,The old Newtown Grill now Teca,40.542133,-80.206337
370,Social,40.470001,-79.949997
371,Carnegie Mellon University-McConomy Auditorium,40.443504,-79.941574
372,Eat-N-Park,40.448605,-80.16214
373,Chatham University Eddy Theater,40.447242,-79.923445
374,En Garde Fencing Club ,40.496241,-79.94392
375,King s Family Restaurant,40.539986,-79.830399
376,The Livermore,40.460354,-79.925323
377,First Unitarian Church of Pittsburgh in Shadyside,40.450916,-79.943053
378,TurnOn Pittsburgh,40.45903,-79.923882
379,Steel Cactus,40.428696,-79.979332
380,Bethel Park Library,40.332137,-80.031073
381,William Pitt Union Dining Room A,40.444271,-79.953293
382,Just Harvest A Center For Action Against Hunger,40.430126,-79.99675
383,Temple Baptist Church,40.408634,-79.99115
384,Allegheny Wine Mixer Inc,40.482544,-79.951599
385,social,40.45705,-79.915756
386,Hollywood Gardens,40.701012,-80.282425
387,Crazy Mocha - (412) 521-1056,40.432976,-79.917404
388,Panera,40.436432,-79.958084
389,shaler public library,40.52829,-79.964287
390,Magee-Womens Hospital Conference Rooms A and B Level Zero,40.437542,-79.960396
391,Hofbrauhaus Pittsburgh,40.423227,-79.957462
392,Quantum Counseling Services,40.692699,-80.105698
393,The Getaway Cafe,40.384632,-80.015648
394,Crazy Mocha,40.45672,-79.929955
395,Carnegie Lbry-Pittsburgh-Homewood,40.455009,-79.899277
396,Carnegie Lbry-Pittsburgh-Homewood,40.455009,-79.899277
397,Carnegie Library of Pittsburgh - Homewood Branch,40.455284,-79.899214
398,Doubletree Hotel,40.509119,-80.224573
399,Vincent s of Greentree,40.421661,-80.049942
400,Mount Lebanon Public Library,40.377195,-80.045384
401,Getaway Cafe,40.384331,-80.015935
402,Lot 17,40.46257,-79.950127
403,Wilkins School Community Center,40.430318,-79.893478
404,Pleasant Hills Public Library,40.3337197,-79.9620175
405,Rock Bottom Brewery and Restaurant,40.407738,-79.918668
406,Rock Bottom Brewery and Restaurant,40.407738,-79.918668
407,Rock Bottom Brewery and Restaurant,40.407738,-79.918668
408,Hack Pittsburgh,40.438244,-79.978737
409,Playdate 4 kids,40.40349,-80.04072
410,Max and Erma s ,40.394016,-80.062973
411,Mt. Lebanon Public Library,40.37701,-80.045265
412,Carnegie Library of Pittsburgh - Downtown and Business Branch,40.44175,-79.99752
413,Carnegie Museum of Art and Natural History,40.444138,-79.949265
414,Carnegie Museum of Art and Natural History,40.444138,-79.949265
415,Olive or Twist,40.4432,-80.00244
416,Olive or Twist,40.4432,-80.00244
417,Olive Or Twist,40.443005,-80.002403
418,Panera Bread,40.633533,-80.059784
419,William Penn Tavern,40.451477,-79.934036
420,Roland s Seafood Grill,40.450714,-79.984444
421,En Garde Fencing Club ,40.496241,-79.94392
422,SPACE,40.442715,-79.99868
423,Omnyx Office,40.447727,-79.992393
424,Pittsburgh Supercomputing Center,40.445522,-79.94915
425,Schenley Oval Sportsplex,40.431979,-79.94216
426,Andrew Carnegie Free Library and Music Hall,40.407709,-80.085392
427,Market District Supermarket,40.441742,-80.151283
428,Riverview Community Action Corporation,40.51794,-79.84634
429,StartUptown Paramount Film Exchange,40.437489,-79.9814
430,Andrew Carnegie Free Library and Music Hall,40.406994,-80.085823
431,Sparkledragon s Magical Emporium,40.404533,-80.033188
432,Carnegie Mellon University-McConomy Auditorium,40.443504,-79.941574
433,Youtopia dance studio,40.435703,-79.922905
434,IBM Squirrel Hill,40.437515,-79.92305
435,Soldiers And Sailors Memorial Hall,40.444065,-79.95536
436,Friends House,40.449139,-79.945808
437,Frick Fine Arts Auditorium,40.444595,-79.959839
438,TechShop Pittsburgh,40.456963,-79.915718
439,Riverside Landings,40.515968,-79.848396
440,TechShop Pittsburgh,40.456928,-79.915764
441,Harris Theater,40.442879,-79.998611
442,Coffee Tree Roasters,40.451375,-79.932852
443,Kresge Theater,40.443504,-79.941574
444,David L. Lawrence Convention Center,40.444309,-80.00206
445,Northland Library ,40.571003,-80.034645
446,Quantum Counseling Services,40.692699,-80.105698
447,Moon Township Public Library,40.475914,-80.174187
448,Just Harvest A Center For Action Against Hunger,40.430126,-79.99675
449,Quantum Counseling Services,40.692699,-80.105698
450,Volunteers of America,40.494747,-79.923813
451,The Westin Convention Center Pittsburgh Hotel,40.444115,-79.995132
452,Church of the Resurrection,40.453789,-79.761253
453,Market District Express,40.30378,-80.09745
454,Shining Light Prenatal Education,40.466358,-79.96476
455,Shining Light Prenatal Education,40.466358,-79.96476
456,Carnegie Library of Pittsburgh - Homewood Branch,40.455284,-79.899214
457,Benedum Center For the Performing Arts,40.44261,-79.99923
458,Eat N Park ,40.517914,-80.219757
459,Panera Bread,40.429352,-79.813049
460,PPC Library,40.455322,-79.921288
461,Frick Fine Arts Auditorium,40.444595,-79.959839
462,First Unitarian Church,40.450757,-79.943
463,Rumfish Grille ,40.369473,-80.10508
464,Allegheny Center Alliance Church,40.453106,-80.003494
465,Hollywood Theater,40.39618,-80.035239
466,Cattivo,40.472509,-79.961687
467,Stinky s Bar and Grill,40.477592,-79.957649
468,Stinky s Bar and Grill,40.477592,-79.957649
469,One Oxford Centre,40.438076,-79.9978
470,Performance Bicycle,40.458889,-79.917595
471,Monroeville Public Library,40.430062,-79.752569
472,The Westin Convention Center Pittsburgh,40.444168,-79.99485
473,Coffee Tree Roaster Meeting Room Shadyside,40.451405,-79.932838
474,Claddagh Pub,40.429303,-79.972425
475,Dog Central,40.564289,-79.958214
476,Carnegie Library of Pittsburgh - Main,40.443424,-79.948845
477,Crazy Mocha,40.433531,-79.923204
478,Schenley Oval Sportsplex,40.431979,-79.94216
479,Cannon Coffee,40.393463,-80.020142
480,Bicycle Heaven Museum,40.456245,-80.03205
481,The Cloakroom,40.460598,-79.92588
482,Smithfield United Church,40.441959,-79.997261
483,Carnegie Library of Pittsburgh - Homewood Branch,40.455284,-79.899214
484,Carnegie Library of Pittsburgh,40.438061,-79.922653
485,CMU McConomy Auditorium,40.444466,-79.942072
486,Carnegie Library - Squirrel Hill Room A,40.438213,-79.922653
487,Church Brew Works,40.462429,-79.964394
488,Loving Hut,40.448456,-80.158007
489,Fox Chapel Yacht Club,40.47,-79.95
490,Fox Chapel Yacht Club,40.47,-79.95
491,Fox Chapel Yacht Club,40.47,-79.95
492,Rivertowne Brewing Company,40.420868,-79.635277
493,West View VFW,40.517697,-80.030284
494,Wilkins School Community Center,40.430318,-79.893478
495,Fox Chapel Yacht Club - Baja Bar and Grill,40.486952,-79.877235
496,Carnegie Mellon University-McConomy Auditorium,40.443504,-79.941574
497,The Brew Gentlemen Beer Co.,40.404293,-79.870125
498,Steel Cactus,40.451412,-79.933632
499,Frick Fine Arts Auditorium,40.444595,-79.959839
500,Obey House,40.44281,-80.052124
501,Animal Friends,40.522213,-80.077316
502,Dobra Tea,40.434963,-79.922806
503,Andrew Carnegie Free Library and Music Hall,40.406994,-80.085823
504,Wilkins School Community Center,40.430318,-79.893478
505,Panera Bread - Waterworks Plaza,40.486623,-79.889904
506,Shape Training,40.45863,-79.931137
507,Westmoreland Gaming Sportscards and Comics,40.3134036,-79.3895681
508,Sunny Bridge Natural Foods Inc,40.289692,-80.113068
509,Carnegie Mellon Intramural Fields,40.443362,-79.938253
510,TechShop Pittsburgh,40.456928,-79.915764
511,TechShop Pittsburgh,40.456963,-79.91572
512,Crazy Mocha - (412) 521-1056,40.432976,-79.917404
513,Carnegie Library Squirrel Hill,40.438137,-79.922536
514,Holiday Inn Express - Waterfront,40.413677,-79.903908
515,Eat N Park,40.502056,-80.221909
516,Kelly Strayhorn Theatre,40.46172,-79.925697
517,Carnegie Library Squirrel Hill,40.438137,-79.922536
518,CMU McConomy Auditorium,40.444466,-79.94207
519,Carnegie Library Squirrel Hill,40.438137,-79.922536
520,Josh and Becky s House,40.377327,-79.967606
521,Skibo Coffee House,40.444473,-79.941986
522,Absolute Ballroom Dancing,40.457782,-79.909891
523,Carnegie Music Hall,40.443628,-79.950626
524,Zeke s Coffee,40.461357,-79.924568
525,Stay n Play Beth El,40.393116,-80.063522
526,Cabaret At Theater Square,40.443089,-80.001007
527,StartUpTown,40.436005,-79.981636
528,725 Fisher Hall - Duquesne University,40.437618,-79.989601
529,Quantum Counseling Services,40.692699,-80.105698
530,Dobra Tea,40.434963,-79.922806
531,Dormont Library,40.394169,-80.035957
532,CRAFTON - INGRAM LANES,40.435069,-80.066166
533,Kresge Theater,40.443504,-79.941574
534,Colonial Grille Restaurant and Taproom,40.332508,-79.710724
535,Ballroom A University Club,40.444096,-79.956894
536,Andrew Carnegie Free Library and Music Hall,40.406994,-80.085823
537,Panera Bread - Bakery Square,40.456543,-79.915108
538,En Garde Fencing Club ,40.496241,-79.94392
539,Benedum Center For the Performing Arts,40.44261,-79.99923
540,The BeerHive,40.452087,-79.98274
541,Revv Oakland,40.441185,-79.957092
542,En Garde Fencing Club ,40.496241,-79.94392
543,Cathedral of Learning (by the 1st floor Elevators),40.444649,-79.952599
544,Cathedral of Learning (by the 1st floor Elevators),40.444649,-79.952599
545,Way Wellness Center 1150 Freeport Road Fox Chapel 15238,40.539669,-79.872086
546,TurnOn Pittsburgh,40.45903,-79.923882
547,Mr. Smalls Theatre,40.480961,-79.972328
548,Steel Cactus,40.428696,-79.979332
549,Smiling Moose,40.428715,-79.984962
