INDEX,Venue ID,Cluster ID,Event Lon,Event Lat,Tags,,
41,23831562,7,-79.969124,40.47515,pm,parking,meet
42,3774262,0,-79.559685,40.563766,pm,parking,meet
43,18630612,0,-79.948845,40.443424,game,play,players
44,24138037,0,-80.108086,40.365986,us,event,community
45,18225742,0,-79.958076,40.436008,well,come,us
46,8687792,0,-79.892113,40.438137,group,work,many
47,24078122,5,-79.956444,40.44154,us,games,sign
48,6598742,4,-80.024681,40.410015,well,come,us
49,24067793,5,-79.95192,40.44355,games,th,weekend
50,23877731,0,-80.11061,40.336674,event,food,amp
51,2096281,7,-80.005302,40.453037,vegan,food,raw
52,158916,0,-79.941635,40.45604,us,event,community
53,19584142,0,-79.752747,40.43412,amp,tour,cruise
54,17223972,0,-79.997398,40.441811,vegan,food,raw
55,1438873,0,-79.984559,40.429133,lesson,energy,healing
56,23410252,4,-80.035835,40.393921,vegan,food,raw
57,4643142,1,-79.925354,40.460972,university,pm,center
58,19765222,0,-80.036903,40.393036,well,come,us
59,23934258,0,-80.119026,40.340977,well,come,us
60,7821902,7,-79.958496,40.46777,well,come,us
61,10559182,5,-79.946754,40.46014,us,event,community
62,24024786,0,-80.003014,40.453072,please,also,tickets
63,18095142,0,-79.911499,40.458885,well,come,us
64,1267847,0,-80.081696,40.584347,vegan,food,raw
65,24077799,0,-79.920715,40.452885,event,food,amp
66,754565,0,-80.020084,40.451172,event,food,amp
67,23995722,0,-79.965309,40.427784,film,life,world
68,23612354,0,-79.666946,40.455193,amp,tour,cruise
69,23883039,0,-79.984566,40.429131,event,food,amp
70,1450785,0,-80.158007,40.448456,vegan,food,raw
71,1254629,1,-79.943,40.450757,film,life,world
72,558189,0,-79.92682,40.46045,well,come,us
73,1122073,0,-79.97662,40.420841,music,jazz,concert
74,15597412,0,-79.923264,40.433186,data,learn,talk
75,978650,0,-79.95681,40.441555,music,jazz,concert
76,12921352,0,-80.204437,40.282993,event,food,amp
77,731596,1,-79.930554,40.459939,pm,show,comedy
78,938297,0,-80.065841,40.312354,film,life,world
79,24102008,0,-80.179184,40.457462,film,life,world
80,24075973,0,-80.17587,40.451733,film,life,world
81,23736080,0,-80.21772,40.520031,film,life,world
82,13254552,0,-80.162399,40.277706,film,life,world
83,822670,0,-80.16129,40.448326,film,life,world
84,24104397,0,-80.054298,40.632034,film,life,world
85,23769367,0,-80.05677,40.633598,film,life,world
86,835698,0,-80.160244,40.455791,film,life,world
87,1594958,0,-80.007385,40.539204,film,life,world
88,6838692,0,-79.995888,40.440624,vegan,food,raw
89,1015384,0,-79.811892,40.428055,data,learn,talk
90,22170312,0,-80.031731,40.409874,lunch,pm,attend
91,23704317,0,-79.940247,40.633209,lunch,pm,attend
92,20348552,0,-79.709923,40.646149,lunch,pm,attend
93,570488,4,-80.050385,40.355923,lunch,pm,attend
94,24018257,0,-79.891785,40.487,well,come,us
95,23530350,0,0,0,lunch,pm,attend
96,23949897,0,-79.979324,40.428879,lunch,pm,attend
97,889145,0,-80.076578,40.521193,lunch,pm,attend
98,23704137,0,-79.944771,40.619308,lunch,pm,attend
99,18444232,0,-79.933891,40.660416,lunch,pm,attend
100,23964667,0,-80.051872,40.357716,lunch,pm,attend
101,23530353,0,-80.223083,40.508793,lunch,pm,attend
102,23703940,0,-79.96505,40.465736,lunch,pm,attend
103,856403,0,-79.772346,40.437237,please,also,tickets
104,1403851,0,-80.085305,40.40823,lunch,pm,attend
105,9126032,0,-79.951599,40.482544,lunch,pm,attend
106,16266372,0,-79.879776,40.513401,lunch,pm,attend
107,21776612,0,-79.910728,40.52663,film,life,world
108,1584182,0,-79.925491,40.451275,film,life,world
109,783159,0,-79.894225,40.433416,film,life,world
110,814077,0,-79.899214,40.455284,data,learn,talk
111,6229922,0,-79.998558,40.442795,please,also,tickets
112,674849,0,-79.95312,40.455513,film,life,world
113,1054771,0,-80.035239,40.39618,film,life,world
114,4869282,0,-80.03524,40.396179,film,life,world
115,9877572,0,-79.889725,40.488403,film,life,world
116,9084142,0,-79.941574,40.443504,university,pm,center
117,23740790,0,-79.960838,40.469887,film,life,world
118,335676,0,-80.18604,40.491043,please,may,come
119,1055186,0,-80.043927,40.397388,event,food,amp
120,969027,0,-79.997589,40.292603,park,august,free
121,674839,0,-80.079155,40.522995,event,food,amp
122,836419,0,-79.919512,40.406871,event,food,amp
123,6814352,7,-80.029968,40.583481,park,august,free
124,8350162,0,-79.911003,40.569515,event,food,amp
125,24044351,0,-80.169502,40.391678,event,food,amp
126,689526,0,-80.013532,40.445305,well,come,us
127,1092762,4,-80.006336,40.374626,class,free,pm
128,17111332,0,-79.986343,40.327496,event,food,amp
129,14048792,7,-80.003166,40.445183,event,food,amp
130,4971712,0,-79.96505,40.428066,film,life,world
131,24053586,0,-80.08183,40.584385,vegan,food,raw
132,23781324,0,-80.035248,40.396339,well,come,us
133,11892872,5,-79.949791,40.434441,amp,tour,cruise
134,14516412,6,-80.018555,40.438122,happy,pm,hour
135,10654802,6,-79.98497,40.451527,pm,parking,meet
136,23826462,0,-80.000488,40.443779,happy,pm,hour
137,1308714,0,-79.94216,40.431979,please,may,come
138,24131401,0,-79.985535,40.450741,pm,parking,meet
139,11442842,0,-80.142403,40.448868,well,come,us
140,20804532,0,-80.005486,40.433949,pm,show,comedy
141,1545901,4,-80.049225,40.353638,pm,parking,meet
142,23626200,7,-80.017372,40.446075,pm,show,comedy
143,20780262,7,-79.993423,40.459293,event,food,amp
144,2576351,0,-80.06115,40.394966,well,come,us
145,18164272,0,-80.017685,40.546852,pm,parking,meet
146,20510472,1,-79.933632,40.451412,game,play,players
147,1854861,0,-79.900291,40.613205,well,come,us
148,674812,0,-79.972336,40.428295,dance,salsa,lesson
149,23642275,0,0,0,games,th,weekend
150,11666052,4,-80.000687,40.35939,well,come,us
151,12816712,3,-80.044571,40.399273,well,come,us
152,911421,0,-79.957462,40.423227,pm,parking,meet
153,8337782,0,-79.980501,40.461108,event,food,amp
154,1136838,4,-80.041341,40.423784,happy,pm,hour
155,937447,7,-80.007369,40.430364,well,come,us
156,15594022,0,-79.995888,40.440624,please,also,tickets
157,727351,7,-80.176316,40.449835,amp,tour,cruise
158,852775,0,-80.003711,40.432542,well,come,us
159,8129432,6,-80.010818,40.445938,happy,pm,hour
160,721440,0,-79.898384,40.431808,church,st,mass
161,24187292,0,-79.963905,40.461864,game,play,players
162,23998769,0,-79.56413,40.277355,well,come,us
163,997661,0,-79.948149,40.440809,game,play,players
164,23923760,0,-80.021164,40.490067,park,august,free
165,4759112,0,-79.94216,40.431979,church,st,mass
166,22100192,0,-79.997467,40.438339,games,th,weekend
167,23797045,0,-79.557869,40.350212,well,come,us
168,7588462,0,-79.888092,40.432568,church,st,mass
169,23592287,0,-80.160194,40.304428,games,th,weekend
170,8626252,0,-80.080658,40.654568,class,free,pm
171,3017921,7,-80.050003,40.684216,data,learn,talk
172,24173140,0,-80.079674,40.65451,data,learn,talk
173,23976966,0,-79.828491,40.620811,pm,parking,meet
174,740042,0,-79.979666,40.594669,event,food,amp
175,24033346,0,-79.963692,40.438213,church,st,mass
176,674836,0,-79.99923,40.44261,please,also,tickets
177,3963902,1,-79.947922,40.461079,dance,salsa,lesson
178,9933862,7,-79.996666,40.443378,pm,show,comedy
179,1108438,0,-79.963923,40.465831,church,st,mass
180,24053265,0,-79.98939,40.43682,please,also,tickets
181,1013607,0,-79.899085,40.449691,pm,show,comedy
182,674802,0,-80.003494,40.452225,please,also,tickets
183,8659062,0,-79.915207,40.430264,please,also,tickets
184,24038997,0,-79.901573,40.387962,church,st,mass
185,955603,7,-79.996123,40.443417,please,also,tickets
186,24024710,6,-80.010582,40.454731,pm,parking,meet
187,24142157,0,-79.995888,40.440624,please,also,tickets
188,6434262,0,-80.001007,40.443089,please,also,tickets
189,22802542,0,-79.998665,40.443642,please,also,tickets
190,23475652,7,-79.996658,40.443264,pm,show,comedy
191,24063288,7,-80.055374,40.496185,university,pm,center
192,11825272,0,-79.885071,40.443966,please,also,tickets
193,17956022,7,-80.002548,40.443848,film,life,world
194,19695892,0,-79.998634,40.442822,please,also,tickets
195,20158732,0,-79.997467,40.438339,data,learn,talk
196,18838672,0,-80.177849,40.446178,pm,parking,meet
197,2539771,0,-79.93341,40.45142,please,also,tickets
198,4708992,0,-79.90229,40.446594,please,also,tickets
199,24095341,0,-80.085869,40.406841,please,also,tickets
200,19515162,7,-79.972046,40.478786,pm,show,comedy
201,10657782,0,-79.960457,40.470444,well,come,us
202,1059488,0,-79.842896,40.515626,well,come,us
203,23909084,0,-79.76342,40.420403,group,work,many
204,763021,0,-80.002187,40.442724,please,also,tickets
205,24103460,6,-79.949867,40.503819,church,st,mass
206,879741,1,-79.943053,40.450916,music,jazz,concert
207,12533622,0,-79.94301,40.441658,music,jazz,concert
208,24068648,0,-79.923996,40.436008,event,food,amp
209,23676949,0,-80.079445,40.583988,vegan,food,raw
210,12733572,7,-79.972717,40.480885,event,food,amp
211,24154310,7,-79.97438,40.48122,event,food,amp
212,17499532,0,-79.985107,40.451435,class,free,pm
213,10279342,0,-79.995888,40.440624,class,free,pm
214,308361,0,-79.932852,40.451375,music,bring,play
215,23585477,0,-79.923988,40.461502,music,bring,play
216,14167812,0,-79.920715,40.452885,please,also,tickets
217,833058,0,-79.966716,40.425941,church,st,mass
218,17499542,0,-79.985107,40.451435,class,free,pm
219,24013737,7,-79.957314,40.555496,lesson,energy,healing
220,23917876,0,-79.978386,40.385338,lesson,energy,healing
221,24184871,4,-80.030434,40.404484,lesson,energy,healing
222,23771672,0,-79.879341,40.487827,group,work,many
223,24158661,0,-80.023041,40.329342,class,free,pm
224,6532322,0,-79.96476,40.466358,lesson,energy,healing
225,23596545,0,-80.103767,40.292664,lesson,energy,healing
226,23883769,1,-79.942993,40.45068,university,pm,center
227,1154790,0,-79.938581,40.455928,games,th,weekend
228,23586831,0,-80.04072,40.40349,data,learn,talk
229,23670776,3,-80.033928,40.372467,us,event,community
230,22446562,3,-80.033188,40.404533,lesson,energy,healing
231,14838612,0,-80.000076,40.442169,us,event,community
232,24131243,0,-79.724854,40.58952,group,work,many
233,17841722,0,-79.922653,40.438213,lesson,energy,healing
234,20785082,0,-79.921867,40.438061,lesson,energy,healing
235,24071135,0,-79.759773,40.601456,lesson,energy,healing
236,23662715,0,-79.941826,40.425671,us,event,community
237,23825584,0,-79.979095,40.686523,university,pm,center
238,23625436,0,-80.09689,40.67315,lesson,energy,healing
239,24153444,0,-79.914986,40.353367,lesson,energy,healing
240,23935278,0,0,0,us,event,community
241,24147961,1,-79.94229,40.46396,lesson,energy,healing
242,23771661,0,0,0,lesson,energy,healing
243,23698667,0,-79.895859,40.409176,lesson,energy,healing
244,15182542,0,-79.883049,40.488579,well,come,us
245,24103445,0,-80.097916,40.719913,film,life,world
246,1383936,0,-80.224573,40.509119,university,pm,center
247,24070496,0,-80.207542,40.505455,well,come,us
248,1095802,0,-79.995861,40.305406,event,food,amp
249,706800,0,-80.164513,40.685226,event,food,amp
250,1246313,0,-79.917442,40.450623,well,come,us
251,6634392,0,-80.008224,40.606716,pm,show,comedy
252,17606382,0,-80.045219,40.377373,event,food,amp
253,24090568,0,-80.082214,40.65469,music,jazz,concert
254,14192352,0,-79.901299,40.448486,please,also,tickets
255,283798,0,-79.96153,40.469307,music,jazz,concert
256,998130,0,-79.901321,40.48931,event,food,amp
257,686157,0,-79.710684,40.332601,lunch,pm,attend
258,24073177,0,-79.691055,40.32016,lunch,pm,attend
259,23849762,0,-79.914917,40.410522,event,food,amp
260,674810,0,-79.94622,40.44937,group,work,many
261,10137112,0,-79.995888,40.440624,church,st,mass
262,24133755,7,-80.055328,40.496159,university,pm,center
263,1570751,0,-80.049942,40.421661,well,come,us
264,1043879,0,-79.95767,40.47459,university,pm,center
265,14588162,0,-79.878464,40.407497,university,pm,center
266,674855,0,-80.05061,40.42152,well,come,us
267,3113461,0,-80.127556,40.271793,church,st,mass
268,23918422,0,0,0,game,play,players
269,23935061,0,0,0,game,play,players
270,1238543,0,-79.954377,40.442048,game,play,players
271,23647886,0,-79.978737,40.428658,class,free,pm
272,16905892,0,-80.002068,40.442333,well,come,us
273,1575754,0,-79.992439,40.439758,amp,tour,cruise
274,1134091,0,-79.965233,40.427914,well,come,us
275,8387302,0,-80.050346,40.357605,event,food,amp
276,14757012,0,-80.110054,40.356182,group,work,many
277,22627552,7,-79.9636,40.526718,event,food,amp
278,1099760,0,-79.995625,40.349767,well,come,us
279,24048748,7,-80.004074,40.447712,pm,parking,meet
280,8773432,0,-80.050346,40.357605,us,event,community
281,19225842,0,-80.094536,40.382366,well,come,us
282,1324446,0,-80.04688,40.39378,data,learn,talk
283,24145935,0,-79.788208,40.540985,park,outdoor,mall
284,3742912,0,-79.976605,40.424941,event,food,amp
285,1344683,0,-79.917404,40.432976,us,games,sign
286,10091662,0,-79.926399,40.460884,us,games,sign
287,10681362,0,-80.092499,40.615013,games,th,weekend
288,24071905,7,-80.063583,40.635849,vegan,food,raw
289,10910102,0,-79.970299,40.434158,data,learn,talk
290,13720702,0,-80.074104,40.335747,church,st,mass
291,4915282,0,-80.074348,40.335861,church,st,mass
292,24061896,0,-79.911377,40.479172,game,play,players
293,23485143,0,-79.936012,40.495636,well,come,us
294,1362732,0,-79.922821,40.437069,park,august,free
295,1219097,0,-80.171205,40.298311,group,work,many
296,24037901,0,-79.969261,40.426594,please,also,tickets
297,19939642,0,-79.923996,40.46228,class,free,pm
298,24013247,0,-79.923996,40.46228,data,learn,talk
299,19617192,0,-79.915718,40.456963,pm,show,comedy
300,706466,5,-79.942892,40.444579,lesson,energy,healing
301,24151238,1,-79.93536,40.45082,data,learn,talk
302,12407112,0,-79.99408,40.421764,data,learn,talk
303,24021701,0,-79.996384,40.44157,data,learn,talk
304,24106427,0,-79.995888,40.440624,event,food,amp
305,487882,0,-80.13265,40.263077,lunch,pm,attend
306,795889,0,-80.031599,40.409787,lunch,pm,attend
307,6195892,7,-79.960884,40.46759,park,august,free
308,24042969,0,0,0,pm,show,comedy
309,1368063,0,-79.87956,40.525473,pm,parking,meet
310,313464,7,-79.96139,40.46793,park,august,free
311,1396263,7,-79.975934,40.451418,pm,parking,meet
312,729514,0,-80.007393,40.451449,game,play,players
313,2211961,0,-79.778069,40.442753,lesson,energy,healing
314,1035990,0,-79.982594,40.429036,us,event,community
315,1120340,0,-79.909891,40.457782,class,free,pm
316,23488720,0,-79.979332,40.428696,pm,show,comedy
317,18344942,0,-79.982552,40.428871,data,learn,talk
318,3865112,0,-80.007423,40.51635,class,free,pm
319,1423688,0,-80.220627,40.513222,lunch,pm,attend
320,1558061,7,-80.177643,40.543304,lunch,pm,attend
321,981790,0,-80.045384,40.377195,university,pm,center
322,17012432,0,-79.99752,40.44175,data,learn,talk
323,16440832,4,-80.035957,40.394169,class,free,pm
324,674831,7,-80.002678,40.448498,university,pm,center
325,24032123,0,-80.327858,40.543999,lesson,energy,healing
326,952689,0,-79.752569,40.430062,club,gear,course
327,9023432,0,-80.03286,40.456837,park,outdoor,mall
328,24102403,3,-80.039612,40.367741,university,pm,center
329,3789242,6,-80.000793,40.451824,happy,pm,hour
330,293803,0,-79.90286,40.446342,music,jazz,concert
331,23249832,0,-79.986038,40.428734,class,beginners,yoga
332,986923,0,-80.014664,40.484368,park,august,free
333,376852,7,-80.045403,40.591145,film,life,world
334,18632532,0,-79.922905,40.435703,dance,salsa,lesson
335,1102185,0,-79.950626,40.443628,please,also,tickets
336,24186324,1,-79.925591,40.461006,church,st,mass
337,24137944,5,-79.943367,40.447903,music,jazz,concert
338,24167149,2,-79.953171,40.444256,university,pm,center
339,12909212,0,-79.922806,40.434963,film,life,world
340,24009567,7,-79.997467,40.438339,us,games,sign
341,295623,5,-79.95211,40.443535,park,august,free
342,1017057,7,-79.928058,40.569818,event,food,amp
343,1080982,4,-80.03451,40.388942,class,free,pm
344,24094014,5,-79.952126,40.443531,film,life,world
345,808122,0,-80.049419,40.369177,music,bring,play
346,14797382,7,-80.006416,40.452835,park,august,free
347,15469772,0,-80.110542,40.336761,event,food,amp
348,3814592,0,-79.918976,40.407063,well,come,us
349,4454242,5,-79.95536,40.444065,university,pm,center
350,23538792,0,-79.984566,40.429134,lesson,energy,healing
351,23961730,0,-79.920738,40.452892,event,food,amp
352,1114957,6,-80.000799,40.451826,us,event,community
353,20911842,6,-80.001274,40.454563,group,work,many
354,23499698,0,-79.903923,40.44762,lesson,energy,healing
355,23786211,0,0,0,well,come,us
356,977544,2,-79.949267,40.444139,data,learn,talk
357,23988024,7,-80.057388,40.465542,happy,pm,hour
358,23874665,0,-79.963982,40.428028,park,august,free
359,23683436,0,-79.953972,40.440609,university,pm,center
360,5602632,0,-79.955009,40.443687,music,jazz,concert
361,21116272,0,0,0,pm,show,comedy
362,708815,4,-80.007857,40.290488,park,august,free
363,21653462,6,-80.006615,40.456394,data,learn,talk
364,24025425,3,-80.019531,40.393013,class,beginners,yoga
365,23892914,0,-80.110611,40.336674,us,event,community
366,872309,2,-79.959839,40.444595,happy,pm,hour
367,23752680,2,-79.948845,40.443424,music,jazz,concert
368,15309262,0,-79.962784,40.466797,film,life,world
369,23834479,0,0,0,university,pm,center
370,945930,0,-79.802686,40.175531,music,jazz,concert
371,24066471,0,-79.915222,40.430298,park,august,free
372,24077791,0,-79.920715,40.452885,event,food,amp
373,5581882,2,-79.959839,40.444595,film,life,world
374,24152495,2,-79.953171,40.444256,music,jazz,concert
375,23624929,0,-79.922905,40.435703,games,th,weekend
376,995195,0,-80.02137,40.394427,games,th,weekend
377,6759402,0,-80.095688,40.373882,well,come,us
378,1929781,0,-79.963943,40.465851,church,st,mass
379,24051015,0,-80.216537,40.72319,event,food,amp
380,1060183,0,-79.985589,40.450736,pm,parking,meet
381,13934212,0,-80.161545,40.434818,event,food,amp
382,24059211,0,-79.997383,40.441776,data,learn,talk
383,1006725,1,-79.947199,40.440169,park,august,free
384,24067670,2,-79.953972,40.440609,university,pm,center
385,12595442,0,-79.909081,40.43597,group,work,many
386,12289292,5,-79.942072,40.444466,happy,pm,hour
387,18691112,0,-79.941872,40.44112,university,pm,center
388,23611170,1,-79.941994,40.440399,university,pm,center
389,23524084,5,-79.952049,40.434238,event,food,amp
390,18710302,2,-79.953972,40.440609,university,pm,center
391,4816402,7,-80.034645,40.571003,us,event,community
392,20841982,0,-79.958817,40.47279,pm,parking,meet
393,1630673,0,-79.623558,40.353489,music,jazz,concert
394,723199,7,-79.915873,40.478916,music,jazz,concert
395,6725102,6,-80.005669,40.446945,park,august,free
396,15534812,0,-80.062973,40.394016,well,come,us
397,3035311,0,-79.980798,40.426523,pm,show,comedy
398,24035056,5,-79.951347,40.445282,music,jazz,concert
399,23997447,4,-80.017593,40.365307,event,food,amp
400,24206245,0,-79.706917,40.330219,well,come,us
401,5107642,0,-79.950623,40.443626,university,pm,center
402,24077814,3,-79.994881,40.322826,park,outdoor,mall
403,23583711,1,-79.943771,40.465092,lesson,energy,healing
404,23981318,0,0,0,please,also,tickets
405,24052605,2,-79.953972,40.440609,class,beginners,yoga
406,858565,0,-80.003711,40.432542,pm,show,comedy
407,23813675,0,-79.997383,40.441776,film,life,world
408,5351532,0,-79.694313,40.425285,university,pm,center
409,810447,7,-80.00739,40.430716,well,come,us
410,8062982,6,-80.010818,40.445938,happy,pm,hour
411,24106050,0,-79.92263,40.438454,film,life,world
412,24132999,0,-80.011574,40.42767,music,jazz,concert
413,12034602,0,-79.941574,40.443504,university,pm,center
414,931277,0,-79.951683,40.445962,happy,pm,hour
415,24198197,0,-80.002167,40.442722,music,jazz,concert
416,24216603,7,-79.976349,40.455307,music,jazz,concert
417,854288,7,-79.926278,40.471529,please,also,tickets
418,24076333,0,-79.858467,40.419937,university,pm,center
419,674813,6,-79.9929,40.44648,university,pm,center
420,20190062,4,-80.047058,40.418758,park,august,free
421,24181034,0,-79.954842,40.444298,data,learn,talk
422,23605057,0,-80.160919,40.27462,skate,class,pm
423,674857,0,-79.98126,40.452984,pm,show,comedy
424,24194981,7,-80.055679,40.61726,class,free,pm
425,9519742,7,-80.008881,40.452343,park,august,free
426,21659022,5,-79.950516,40.444019,pm,show,comedy
427,949143,0,-80.052842,40.633237,happy,pm,hour
428,24012359,0,-79.995415,40.302334,music,jazz,concert
429,5431112,2,-79.959,40.444141,data,learn,talk
430,22996552,0,-79.925491,40.458763,class,free,pm
431,23690449,7,-79.972046,40.478786,pm,show,comedy
432,18616592,0,-79.978737,40.438244,data,learn,talk
433,556179,0,-79.98416,40.42882,well,come,us
434,24220517,0,-79.949913,40.443195,university,pm,center
435,738722,6,-80.011029,40.436614,pm,show,comedy
436,833132,6,-80.012404,40.456794,park,august,free
437,6195992,0,-80.021034,40.447826,event,food,amp
438,20715682,6,-80.011147,40.457176,film,life,world
439,7435612,7,-79.95475,40.465668,class,beginners,yoga
440,24216613,0,-80.030602,40.455532,event,food,amp
441,11089472,0,-80.006271,40.516071,class,free,pm
442,24135283,6,-79.993401,40.447525,university,pm,center
443,5251472,7,-79.995941,40.445377,event,food,amp
444,24003869,7,-80.006554,40.45224,event,food,amp
445,8458692,0,-80.066444,40.421051,pm,show,comedy
446,18288442,0,-79.953972,40.440609,university,pm,center
447,23732286,5,-79.942047,40.444118,film,life,world
448,17316662,7,-80.017593,40.446014,university,pm,center
449,21508182,0,-80.021797,40.536888,well,come,us
450,24051060,0,-79.915154,40.456512,group,work,many
451,4384222,1,-79.925354,40.460972,university,pm,center
452,1901291,0,-80.003006,40.440025,dance,salsa,lesson
453,1212461,5,-79.956902,40.444099,university,pm,center
454,24137979,0,-79.827484,40.310974,film,life,world
455,24035049,0,-79.952789,40.447842,music,jazz,concert
456,23834334,0,-79.905731,40.565067,event,food,amp
457,1540813,3,-80.020142,40.393463,event,food,amp
458,23968613,0,0,0,film,life,world
459,9086712,0,-79.915207,40.430264,group,work,many
460,24209316,0,-80.045021,40.417686,class,beginners,yoga
461,24187822,2,-79.953171,40.444256,university,pm,center
462,23587569,0,-79.953972,40.440609,data,learn,talk
463,23815072,0,-79.909576,40.358185,well,come,us
464,23583880,0,-79.815643,40.345718,music,jazz,concert
465,23765536,0,0,0,well,come,us
466,8438002,0,-80.02826,40.61394,park,outdoor,mall
467,10872092,0,-79.538925,40.301456,lesson,energy,healing
468,23752694,2,-79.948845,40.443424,university,pm,center
469,5159022,5,-79.945038,40.444664,music,jazz,concert
470,24095211,0,-80.01492,40.60237,event,food,amp
471,24065051,2,-79.953972,40.440609,university,pm,center
472,23972671,0,-80.01491,40.60234,event,food,amp
473,24095286,0,-79.918137,40.408905,event,food,amp
474,965994,7,-79.920021,40.483208,park,august,free
475,6466802,7,-79.972321,40.485489,well,come,us
476,23603543,3,-80.033188,40.404533,group,work,many
477,24057042,0,0,0,university,pm,center
478,1321213,0,-80.006732,40.608727,event,food,amp
479,5184822,6,-80.000999,40.454327,group,work,many
480,20785402,0,-79.985237,40.429359,park,august,free
481,18206022,1,-79.943138,40.451195,event,food,amp
482,24110221,0,-80.00248,40.441196,please,also,tickets
483,1435867,0,-79.961687,40.472509,event,food,amp
484,9877242,0,-80.021362,40.394524,class,beginners,yoga
485,24173444,4,-80.02774,40.407024,data,learn,talk
486,684981,2,-79.949267,40.444139,film,life,world
487,24065228,5,-79.944336,40.459099,university,pm,center
488,23974939,0,-79.926414,40.460835,lesson,energy,healing
489,9846542,2,-79.959839,40.444595,music,jazz,concert
490,6394202,0,-79.995888,40.440624,please,also,tickets
491,23718869,5,-79.956894,40.444096,film,life,world
492,24040705,7,-79.99762,40.456715,university,pm,center
493,24187818,2,-79.953171,40.444256,university,pm,center
494,19960802,3,-80.040382,40.377621,well,come,us
495,23961905,0,-79.909836,40.406574,pm,show,comedy
496,24071693,0,-79.891792,40.48703,data,learn,talk
497,18508412,0,-79.953972,40.440609,music,jazz,concert
498,24028053,7,-80.030357,40.476238,class,free,pm
499,13446692,5,-79.943314,40.44796,music,jazz,concert
500,18975172,0,-80.110771,40.68462,amp,tour,cruise
501,881726,0,-79.918668,40.407738,well,come,us
502,23946691,6,-80.016182,40.452099,film,life,world
503,23954718,0,-79.755966,40.429394,film,life,world
504,23967017,0,-79.964394,40.46244,well,come,us
505,23985730,5,-79.949791,40.434441,us,games,sign
506,19946762,1,-79.924995,40.460056,film,life,world
507,12458192,0,-79.922806,40.434963,music,bring,play
508,16657262,0,-79.923012,40.434193,church,st,mass
509,1261943,0,-79.922972,40.437581,film,life,world
510,24009426,0,-79.934036,40.451477,film,life,world
511,1063928,0,-79.940277,40.426213,film,life,world
512,359436,0,-80.002556,40.440346,film,life,world
513,19592112,7,-80.18721,40.54636,class,free,pm
514,19772992,0,-80.11705,40.45023,dance,salsa,lesson
515,997536,7,-79.971167,40.473103,event,food,amp
516,1038240,0,-79.937332,40.456172,film,life,world
517,10964302,6,-80.001251,40.454563,happy,pm,hour
518,698205,0,-79.949265,40.444138,well,come,us
519,793132,0,-80.001712,40.379138,music,jazz,concert
520,14057742,7,-80.003983,40.44796,pm,show,comedy
521,7105872,0,-79.882477,40.376675,pm,show,comedy
522,4452202,5,-79.947487,40.439091,amp,tour,cruise
523,24215580,0,-80.323013,40.687176,pm,show,comedy
524,24053220,7,-79.993423,40.459293,event,food,amp
525,10685832,0,-80.110649,40.684097,amp,tour,cruise
526,7557902,0,-80.103912,40.713955,please,also,tickets
527,23614232,0,-80.01411,40.34528,well,come,us
528,8526282,0,-80.005005,40.433884,pm,show,comedy
529,15833482,4,-80.05249,40.428593,data,learn,talk
530,24143888,1,-79.924911,40.460789,university,pm,center
531,1703991,0,-79.866249,40.387749,well,come,us
